action,county,page,candidate,columnIndex,currentValue,correctedValue,exclude,reason,reviewer,rowText,sourceWarnings,correctionKey
add,Humphreys,3,pinkins,4,,189,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,5,,200,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,6,,2,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,7,,7,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,8,,356,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,9,,7,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,10,,258,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,pinkins,11,,37,,Visual review of Humphreys page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,4,pinkins,1,,27,,Visual review of Humphreys page 4 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,4,pinkins,2,,131,,Visual review of Humphreys page 4 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,3,,10,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,4,,18,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,5,,13,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,6,,34,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,7,,44,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,8,,153,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,9,,67,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,10,,106,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Humphreys,3,wicker,11,,47,,Visual review of Humphreys page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Humphreys,4,wicker,3,1075,,yes,"Visual review of Humphreys page 4 shows the Wicker cell is a TOTAL column, not a precinct value.",codex,,,
update,Smith,2,harris,1,7,44,,Visual review of Smith page 2 shows the Harris cell should be 44; OCR captured 7.,codex,,,
update,Smith,2,harris,2,2,72,,Visual review of Smith page 2 shows the Harris cell should be 72; OCR captured 2.,codex,,,
update,Smith,2,harris,3,4,39,,Visual review of Smith page 2 shows the Harris cell should be 39; OCR captured 4.,codex,,,
update,Smith,2,harris,4,2,28,,Visual review of Smith page 2 shows the Harris cell should be 28; OCR captured 2.,codex,,,
update,Smith,2,harris,5,219,15,,Visual review of Smith page 2 shows the Harris cell should be 15; OCR captured 219.,codex,,,
update,Smith,2,harris,6,9,45,,Visual review of Smith page 2 shows the Harris cell should be 45; OCR captured 9.,codex,,,
update,Smith,2,harris,7,1,28,,Visual review of Smith page 2 shows the Harris cell should be 28; OCR captured 1.,codex,,,
add,Smith,2,harris,8,,215,,Visual review of Smith page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,harris,9,,19,,Visual review of Smith page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,harris,10,,10,,Visual review of Smith page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,harris,11,,341,,Visual review of Smith page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Smith,3,trump,2,57,697,,Visual review of Smith page 3 shows the Trump cell should be 697; OCR captured 57.,codex,,,
update,Smith,3,trump,4,315,48,,Visual review of Smith page 3 shows the Trump cell should be 48; OCR captured 315.,codex,,,
update,Smith,3,trump,5,304,315,,Visual review of Smith page 3 shows the Trump cell should be 315; OCR captured 304.,codex,,,
update,Smith,3,trump,6,649,304,,Visual review of Smith page 3 shows the Trump cell should be 304; OCR captured 649.,codex,,,
update,Smith,3,trump,7,514,649,,Visual review of Smith page 3 shows the Trump cell should be 649; OCR captured 514.,codex,,,
add,Smith,2,wicker,1,,462,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,2,,197,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,3,,116,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,4,,391,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,5,,267,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,6,,288,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,7,,508,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,8,,382,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,9,,428,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,10,,400,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,2,wicker,11,,223,,Visual review of Smith page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,1,,167,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,2,,689,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,3,,321,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,4,,49,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,5,,313,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,6,,303,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Smith,3,wicker,7,,654,,Visual review of Smith page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Webster,2,harris,1,5,37,,Visual review of Webster page 2 shows the Harris cell should be 37; OCR captured 5.,codex,,,
update,Webster,2,harris,2,4,11,,Visual review of Webster page 2 shows the Harris cell should be 11; OCR captured 4.,codex,,,
update,Webster,2,harris,3,4,23,,Visual review of Webster page 2 shows the Harris cell should be 23; OCR captured 4.,codex,,,
update,Webster,2,harris,4,1,45,,Visual review of Webster page 2 shows the Harris cell should be 45; OCR captured 1.,codex,,,
add,Webster,2,harris,5,,387,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,6,,66,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,7,,18,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,8,,40,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,9,,110,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,10,,27,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,harris,11,,50,,Visual review of Webster page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Webster,3,harris,2,1,16,,Visual review of Webster page 3 shows the Harris cell should be 16; OCR captured 1.,codex,,,
update,Webster,2,trump,1,32,325,,Visual review of Webster page 2 shows the Trump cell should be 325; OCR captured 32.,codex,,,
update,Webster,2,trump,3,50,505,,Visual review of Webster page 2 shows the Trump cell should be 505; OCR captured 50.,codex,,,
update,Webster,2,trump,7,12,123,,Visual review of Webster page 2 shows the Trump cell should be 123; OCR captured 12.,codex,,,
update,Webster,2,trump,8,22,226,,Visual review of Webster page 2 shows the Trump cell should be 226; OCR captured 22.,codex,,,
update,Webster,2,trump,10,33,335,,Visual review of Webster page 2 shows the Trump cell should be 335; OCR captured 33.,codex,,,
add,Webster,3,trump,1,,294,,Visual review of Webster page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,trump,2,,341,,Visual review of Webster page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,trump,3,,320,,Visual review of Webster page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
update,Webster,2,pinkins,5,367,365,,Visual review of Webster page 2 shows the Pinkins cell should be 365; OCR captured 367.,codex,,,
add,Webster,3,pinkins,1,,21,,Visual review of Webster page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,pinkins,2,,17,,Visual review of Webster page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,pinkins,3,,16,,Visual review of Webster page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,1,,327,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,2,,185,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,3,,497,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,4,,276,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,5,,497,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,6,,210,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,7,,123,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,8,,226,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,9,,373,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,10,,331,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,2,wicker,11,,204,,Visual review of Webster page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,wicker,1,,295,,Visual review of Webster page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,wicker,2,,338,,Visual review of Webster page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Webster,3,wicker,3,,321,,Visual review of Webster page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Scott,2,harris,1,7,74,,Visual review of Scott page 2 shows the Harris cell should be 74; OCR captured 7.,codex,,,
update,Scott,2,harris,2,39,356,,Visual review of Scott page 2 shows the Harris cell should be 356; OCR captured 39.,codex,,,
update,Scott,2,harris,3,79,378,,Visual review of Scott page 2 shows the Harris cell should be 378; OCR captured 79.,codex,,,
update,Scott,2,harris,4,1,451,,Visual review of Scott page 2 shows the Harris cell should be 451; OCR captured 1.,codex,,,
update,Scott,2,harris,5,130,130,,Visual review of Scott page 2 shows the Harris cell should be 130; OCR captured 130.,codex,,,
update,Scott,2,harris,6,17,61,,Visual review of Scott page 2 shows the Harris cell should be 61; OCR captured 17.,codex,,,
update,Scott,2,harris,7,37,107,,Visual review of Scott page 2 shows the Harris cell should be 107; OCR captured 37.,codex,,,
update,Scott,2,harris,8,3,387,,Visual review of Scott page 2 shows the Harris cell should be 387; OCR captured 3.,codex,,,
add,Scott,2,harris,9,,32,,Visual review of Scott page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,harris,10,,40,,Visual review of Scott page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,harris,11,,323,,Visual review of Scott page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Scott,3,harris,1,3,23,,Visual review of Scott page 3 shows the Harris cell should be 23; OCR captured 3.,codex,,,
update,Scott,3,harris,2,9,34,,Visual review of Scott page 3 shows the Harris cell should be 34; OCR captured 9.,codex,,,
update,Scott,3,harris,3,163,16,,Visual review of Scott page 3 shows the Harris cell should be 16; OCR captured 163.,codex,,,
update,Scott,3,harris,4,130,163,,Visual review of Scott page 3 shows the Harris cell should be 163; OCR captured 130.,codex,,,
update,Scott,3,harris,5,1,14,,Visual review of Scott page 3 shows the Harris cell should be 14; OCR captured 1.,codex,,,
update,Scott,3,harris,6,129,130,,Visual review of Scott page 3 shows the Harris cell should be 130; OCR captured 129.,codex,,,
update,Scott,3,harris,7,1,311,,Visual review of Scott page 3 shows the Harris cell should be 311; OCR captured 1.,codex,,,
update,Scott,3,harris,8,213,125,,Visual review of Scott page 3 shows the Harris cell should be 125; OCR captured 213.,codex,,,
add,Scott,3,harris,9,,81,,Visual review of Scott page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,harris,10,,215,,Visual review of Scott page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,harris,11,,17,,Visual review of Scott page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Scott,4,harris,2,3729,,yes,"Visual review of Scott page 4 shows the Harris cell is a TOTAL column, not a precinct value.",codex,,,
add,Scott,2,wicker,1,,423,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,2,,322,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,3,,281,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,4,,114,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,5,,164,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,6,,195,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,7,,147,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,8,,286,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,9,,224,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,10,,558,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,2,wicker,11,,648,,Visual review of Scott page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,1,,101,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,2,,253,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,3,,71,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,4,,84,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,5,,211,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,6,,266,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,7,,204,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,8,,394,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,9,,324,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,10,,228,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,3,wicker,11,,393,,Visual review of Scott page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Scott,4,wicker,1,,231,,Visual review of Scott page 4 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Choctaw,2,harris,1,75,35,,Visual review of Choctaw page 2 shows the Harris cell should be 35; OCR captured 75.,codex,,,
add,Choctaw,2,harris,2,,135,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,3,,143,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,4,,160,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,5,,39,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,6,,20,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,7,,8,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,8,,75,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,9,,75,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,10,,8,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,harris,11,,191,,Visual review of Choctaw page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Choctaw,3,harris,1,4,76,,Visual review of Choctaw page 3 shows the Harris cell should be 76; OCR captured 4.,codex,,,
add,Choctaw,2,trump,1,,137,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,2,,375,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,3,,687,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,4,,59,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,5,,259,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,6,,186,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,7,,244,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,8,,139,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,9,,231,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,10,,343,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,trump,11,,59,,Visual review of Choctaw page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,3,trump,1,,162,,Visual review of Choctaw page 3 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
update,Choctaw,2,pinkins,1,39,39,,Visual review of Choctaw page 2 shows the Pinkins cell should be 39; OCR captured 39.,codex,,,
add,Choctaw,2,pinkins,2,,133,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,3,,131,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,4,,157,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,5,,29,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,6,,18,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,7,,8,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,8,,75,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,9,,73,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,10,,14,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,pinkins,11,,188,,Visual review of Choctaw page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,3,pinkins,1,,72,,Visual review of Choctaw page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
update,Choctaw,2,wicker,1,139,139,,Visual review of Choctaw page 2 shows the Wicker cell should be 139; OCR captured 139.,codex,,,
add,Choctaw,2,wicker,2,,370,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,3,,692,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,4,,64,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,5,,266,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,6,,187,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,7,,232,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,8,,136,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,9,,227,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,10,,330,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Choctaw,2,wicker,11,,65,,Visual review of Choctaw page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Choctaw,3,wicker,1,158,158,,Visual review of Choctaw page 3 shows the Wicker cell should be 158; OCR captured 158.,codex,,,
update,Marion,2,harris,1,108,108,,Visual review of Marion page 2 shows the Harris cell should be 108; OCR captured 108.,codex,,,
update,Marion,2,harris,2,180,47,,Visual review of Marion page 2 shows the Harris cell should be 47; OCR captured 180.,codex,,,
update,Marion,2,harris,3,100,180,,Visual review of Marion page 2 shows the Harris cell should be 180; OCR captured 100.,codex,,,
update,Marion,2,harris,4,124,100,,Visual review of Marion page 2 shows the Harris cell should be 100; OCR captured 124.,codex,,,
update,Marion,2,harris,5,553,124,,Visual review of Marion page 2 shows the Harris cell should be 124; OCR captured 553.,codex,,,
update,Marion,2,harris,6,234,30,,Visual review of Marion page 2 shows the Harris cell should be 30; OCR captured 234.,codex,,,
update,Marion,2,harris,7,79,552,,Visual review of Marion page 2 shows the Harris cell should be 552; OCR captured 79.,codex,,,
update,Marion,2,harris,8,1,234,,Visual review of Marion page 2 shows the Harris cell should be 234; OCR captured 1.,codex,,,
add,Marion,2,harris,9,,41,,Visual review of Marion page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,harris,10,,179,,Visual review of Marion page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,harris,11,,111,,Visual review of Marion page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Marion,3,harris,1,167,167,,Visual review of Marion page 3 shows the Harris cell should be 167; OCR captured 167.,codex,,,
update,Marion,3,harris,2,123,133,,Visual review of Marion page 3 shows the Harris cell should be 133; OCR captured 123.,codex,,,
update,Marion,3,harris,3,9,16,,Visual review of Marion page 3 shows the Harris cell should be 16; OCR captured 9.,codex,,,
update,Marion,3,harris,4,79,378,,Visual review of Marion page 3 shows the Harris cell should be 378; OCR captured 79.,codex,,,
update,Marion,3,harris,5,143,145,,Visual review of Marion page 3 shows the Harris cell should be 145; OCR captured 143.,codex,,,
update,Marion,3,harris,6,103,105,,Visual review of Marion page 3 shows the Harris cell should be 105; OCR captured 103.,codex,,,
update,Marion,3,harris,7,2,23,,Visual review of Marion page 3 shows the Harris cell should be 23; OCR captured 2.,codex,,,
update,Marion,3,harris,8,37,317,,Visual review of Marion page 3 shows the Harris cell should be 317; OCR captured 37.,codex,,,
update,Marion,3,harris,9,109,104,,Visual review of Marion page 3 shows the Harris cell should be 104; OCR captured 109.,codex,,,
update,Marion,3,harris,10,1,112,,Visual review of Marion page 3 shows the Harris cell should be 112; OCR captured 1.,codex,,,
update,Marion,3,harris,11,2,9,,Visual review of Marion page 3 shows the Harris cell should be 9; OCR captured 2.,codex,,,
update,Marion,3,harris,12,9,,yes,"Visual review of Marion page 3 shows the Harris cell is an extra OCR value, not a precinct value.",codex,,,
add,Marion,2,wicker,1,,417,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,2,,654,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,3,,238,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,4,,127,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,5,,300,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,6,,208,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,7,,288,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,8,,567,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,9,,322,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,10,,161,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,2,wicker,11,,372,,Visual review of Marion page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,1,,250,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,2,,15,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,3,,381,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Marion,3,wicker,4,,783,,Visual review of Marion page 3 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
