state,election_year,county,county_fips,jurisdiction_id,office_name,office_type,address_line_1,address_line_2,city,state_abbrev,zip,phone,precinct_count,precinct_split_count,precincts_with_splits,routing_priority,statewide_request_status,county_followup_status,result_records_needed,turnout_records_needed,geometry_records_needed,admin_records_needed,jur_source_file,jur_source_url,precinct_count_source_url,precinct_count_local_file,notes
IN,2024,Grant County,18053,1054,Grant County Voter Registration,Election Board,"Courthouse, 101 E 4th St",,Marion,In,46952-4004,765-664-9880,65,41,26,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18053_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18053_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Greene County,18055,1023,Greene County Voter Registration,Election Board,Po Box 229,1 EAST MAIN ST.,Bloomfield,In,47424-0229,812-384-2015,32,32,17,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18055_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18055_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Hamilton County,18057,1062,Hamilton County Election Board,Election Board,1 Hamilton Cty Sq Suite 106,,Noblesville,In,46060,317-776-8476,224,35,25,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18057_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18057_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Hancock County,18059,1020,Hancock County Election Office,Election Board,"9 E. Main St, Rm 227",,Greenfield,In,46140,317-477-1171,50,35,26,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18059_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18059_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Harrison County,18061,1006,Harrison County Voter Registration,Election Board,300 N Capitol Avenue,,Corydon,In,47112,812-738-4289,45,13,10,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18061_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18061_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Hendricks County,18063,1077,Hendricks County Voter Registration,Election Board,355 S Washington St Ste 120,,Danville,In,46122-1798,317-745-9249,105,40,37,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18063_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18063_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Henry County,18065,1039,Henry County Voter Registration,Election Board,1215 Race St Suite 130,,New Castle,In,47362,765-529-9310,41,22,20,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18065_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18065_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Howard County,18067,1022,Howard County Voter Registration,Voter Registration,120 E Mulberry St,ROOM 100,Kokomo,In,46901,765-456-2219,80,6,4,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18067_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18067_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Huntington County,18069,1066,Huntington County Voter Registration,Voter Registration,Po Box 228,,Huntington,In,46750,260-358-4820,37,9,9,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18069_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18069_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Jackson County,18071,1091,Jackson County Voter Registration,Election Board,"109 S Sugar St, Clerk Suite 130",,Brownstown,In,47220,812-358-6120,32,8,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18071_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18071_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Jasper County,18073,1004,Jasper County Voter Registration,Election Board,"115 W Washington Street, Suite 204",,Rensselaer,In,47978,219-866-4929,29,17,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18073_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18073_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Jay County,18075,1071,Jay County Election Board,Election Board,120 N Court Street,,Portland,In,47371,260-726-6915,18,11,11,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18075_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18075_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Jefferson County,18077,1056,Jefferson County Voter Registration,Voter Registration,"300 E Main Street, Room 203",,Madison,In,47250,812-265-8926,26,16,10,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18077_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18077_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Jennings County,18079,1036,Jennings County Election Office,Election Board,Po Box 385,24 N PIKE ST,Vernon,In,47282,812-352-3080,25,2,2,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18079_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18079_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Johnson County,18081,1034,Johnson Co. Voter Registration,Election Board,P.o.  Box 451,,Franklin,In,46131-0451,317-346-4466,140,60,46,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18081_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18081_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Knox County,18083,1046,Knox County Voter Registration,Election Board,111 N 7th Street Ste. 27,,Vincennes,In,47591-2022,812-895-4928,26,7,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18083_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18083_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Kosciusko County,18085,1030,Kosciusko County Election Board,Election Board,121 N Lake St,ROOM D162,Warsaw,In,46580,574-265-2638,69,29,28,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18085_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18085_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,LaGrange County,18087,1032,Lagrange County Election Board,Election Board,105 N Detroit St,,Lagrange,In,46761,260-499-6372,16,9,8,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18087_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18087_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Lake County,18089,1009,Lake County Board Of Elections,Election Board,2293 N Main Street,A-205,Crown Point,In,46307,219-755-3795,353,15,15,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18089_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18089_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,LaPorte County,18091,1044,County Election Board,Election Board,813 Lincolnway Way,,Laporte,In,46350,219-326-6808,93,1,1,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18091_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18091_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Lawrence County,18093,1011,Lawrence County Voter Registration,Election Board,918 16th St. Suite 200,,Bedford,In,47421,812-277-2036,40,0,0,standard,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18093_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18093_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Madison County,18095,1014,Madison County Election Board,Election Board,16 E 9th St,,Anderson,In,46016-,765-641-9459,112,34,28,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18095_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18095_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Marion County,18097,1015,Marion County Election Board,Election Board,"200 E. Washington Street, W-144",,Indianapolis,In,46204,317-327-5100,621,78,66,high_volume_or_split,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18097_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18097_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Marshall County,18099,1070,Marshall County Voter Registration,Election Board,211 W Madison Street,,Plymouth,In,46563,574-935-8713,29,9,9,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18099_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18099_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Martin County,18101,1089,Martin County Voter Registration,Election Board,Po Box 120,129 MAIN STREET,Shoals,In,47581,812-247-3651,18,0,0,standard,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18101_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18101_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
IN,2024,Miami County,18103,1002,Miami County Voter Registration,Election Board,"25 N. Broadway, Room 108",,Peru,In,46970,765-472-3901,24,8,6,split_count_present,statewide_request_first,county_followup_if_state_confirms_no_statewide_export,"President and U.S. Senate rows at the same precinct, precinct-split, vote-center, or reporting-unit grain; candidate; party; votes; contest and office IDs; county/FIPS; certification/finality status; reconciliation to official ENR county totals",ballots cast or voters voting; registered-voter denominator and timing; absentee/election-day/provisional fields if available,"precinct, split, ward, township, vote-center, or reporting-unit geometry/crosswalk effective for the 2024 General Election","audit-unit workpapers; CVR availability/export rules; recount, incident, correction, litigation, and amended-canvass records if applicable",data/in-2024-enr-jurisdiction-reports/JurR_18103_B.json,https://web.archive.org/web/20241106000950id_/https://enr.indianavoters.in.gov/site/data/JurR_18103_B.json,https://www.in.gov/sos/elections/files/StatewideCountsofPrecincts-and-PrecinctSplits.9.21.23new.pdf,data/in-statewide-precinct-counts-2023.pdf,JurR supplies county custodian office/contact metadata only; it contains no President or U.S. Senate candidate result rows.
