"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"cs116","Ronald L. ""Ron"" Smith","7","","0","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6949","town","SCOTTSVILLE","cc41","Mayor (Town of Scottsville)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs534","Timothy M. Kaine","1323","Democratic","0","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"WalterTownsend-3-","WRITE IN VOTES","0","","0","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6949","town","SCOTTSVILLE","cc349","Member Town Council (Town of Scottsville)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"wi-cc484","WRITE IN VOTES","0","","3","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6326","other","RIO DISTRICT","cc484","Member School Board (Rio District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc41","WRITE IN VOTES","0","","0","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6949","town","SCOTTSVILLE","cc41","Mayor (Town of Scottsville)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","21","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc87","WRITE IN VOTES","0","","6","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6012","congressional","05","cc87","Member, House of Representatives (5th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","3","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc199","WRITE IN VOTES","0","","0","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6008","congressional","07","cc199","Member, House of Representatives (7th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc349","WRITE IN VOTES","0","","8","003","ALBEMARLE COUNTY","ALBEMARLE COUNTY PROVISIONALS","ALBEMARLE COUNTY PROVISIONALS","ed6949","town","SCOTTSVILLE","cc349","Member Town Council (Town of Scottsville)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs869","Abdel S. Elnoubi","1244","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs928","Alyia Smith Parker Gaskins","2116","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc344","Mayor (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs884","Bentley F. Hensel","20","Independent","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs866","Canek Aguirre","1263","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs872","Celianna R. Gunderson","679","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs320","Chase R. Oliver","9","Libertarian","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","5","Independent","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","1","Independent","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs883","David R. Kennedy","49","Independent","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","639","Republican","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs881","Donald S. Beyer, Jr.","2140","Democratic","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","678","Republican","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs870","Jacinta E. Greene","1392","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs882","Jerry W. Torres","678","Republican","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","11","Green","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs868","John Taylor Chapman","1480","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs317","Kamala D. Harris","2238","Democratic","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs873","M. Mason Butler","604","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1258","Michelle M. Rief","1500","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs871","R. Kirk McPike","1238","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs874","Roy R. Byrd","707","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1260","Ryan Edward Reyna","1285","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs867","Sarah R. Bagley","1487","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1259","Tim J. Beaty","1321","","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs534","Timothy M. Kaine","2233","Democratic","0","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc474","WRITE IN VOTES","0","","76","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"wi-cc323","WRITE IN VOTES","0","","184","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"wi-cc330","WRITE IN VOTES","0","","8","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc344","WRITE IN VOTES","0","","145","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed5016","city","ALEXANDRIA CITY","cc344","Mayor (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","3","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","41","510","ALEXANDRIA CITY","0101","101 - OLD TOWN NORTH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs869","Abdel S. Elnoubi","802","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs928","Alyia Smith Parker Gaskins","1509","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc344","Mayor (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs884","Bentley F. Hensel","6","Independent","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs866","Canek Aguirre","796","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs872","Celianna R. Gunderson","683","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs320","Chase R. Oliver","13","Libertarian","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","4","Independent","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","2","Independent","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs883","David R. Kennedy","35","Independent","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","663","Republican","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs881","Donald S. Beyer, Jr.","1671","Democratic","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","777","Republican","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs870","Jacinta E. Greene","880","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs882","Jerry W. Torres","746","Republican","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","8","Green","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs868","John Taylor Chapman","1173","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs317","Kamala D. Harris","1739","Democratic","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs873","M. Mason Butler","765","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1258","Michelle M. Rief","1076","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs871","R. Kirk McPike","837","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs874","Roy R. Byrd","1049","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1260","Ryan Edward Reyna","942","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs867","Sarah R. Bagley","1012","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1259","Tim J. Beaty","977","","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs534","Timothy M. Kaine","1691","Democratic","0","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc474","WRITE IN VOTES","0","","88","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"wi-cc323","WRITE IN VOTES","0","","96","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"wi-cc330","WRITE IN VOTES","0","","5","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","53","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","5","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc344","WRITE IN VOTES","0","","209","510","ALEXANDRIA CITY","0102","102 - CITY HALL","ed5016","city","ALEXANDRIA CITY","cc344","Mayor (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs869","Abdel S. Elnoubi","1164","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs928","Alyia Smith Parker Gaskins","2057","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc344","Mayor (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs884","Bentley F. Hensel","22","Independent","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs866","Canek Aguirre","1165","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs872","Celianna R. Gunderson","706","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs320","Chase R. Oliver","20","Libertarian","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","3","Independent","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","5","Independent","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs883","David R. Kennedy","53","Independent","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","700","Republican","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs881","Donald S. Beyer, Jr.","2083","Democratic","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","780","Republican","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs870","Jacinta E. Greene","1321","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs882","Jerry W. Torres","763","Republican","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","18","Green","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs868","John Taylor Chapman","1428","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs317","Kamala D. Harris","2187","Democratic","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs873","M. Mason Butler","819","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1258","Michelle M. Rief","1467","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs871","R. Kirk McPike","1142","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs874","Roy R. Byrd","931","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1260","Ryan Edward Reyna","1220","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs867","Sarah R. Bagley","1419","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1259","Tim J. Beaty","1283","","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs534","Timothy M. Kaine","2162","Democratic","0","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc474","WRITE IN VOTES","0","","107","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6456","other","DISTRICT A","cc474","Member School Board (District A)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"wi-cc323","WRITE IN VOTES","0","","145","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed5016","city","ALEXANDRIA CITY","cc323","Member City Council (Alexandria City)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"wi-cc330","WRITE IN VOTES","0","","5","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed6013","congressional","08","cc330","Member, House of Representatives (8th District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","45","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","9","510","ALEXANDRIA CITY","0103","103 - LYLES CROUCH SCHOOL","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
