state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,dem_dropoff,rep_dropoff
NY,2024,Kings County,AD 43 ED 065,691,42,14,747,0,0,0,0.29,11.9
NY,2024,Kings County,AD 43 ED 066,752,50,15,817,0,0,0,1.33,10
NY,2024,Kings County,AD 43 ED 067,895,53,25,973,0,0,0,0,30.19
NY,2024,Kings County,AD 43 ED 068,326,27,2,355,0,0,0,0.92,22.22
NY,2024,Kings County,AD 44 ED 001,947,45,32,1024,0,0,0,-0.21,-4.44
NY,2024,Kings County,AD 44 ED 002,633,228,38,899,0,0,0,-2.21,13.16
NY,2024,Kings County,AD 44 ED 003,224,14,6,244,0,0,0,1.34,-21.43
NY,2024,Kings County,AD 44 ED 004,646,46,14,706,0,0,0,-0.15,8.7
NY,2024,Kings County,AD 44 ED 005,255,16,6,277,0,0,0,0,6.25
NY,2024,Kings County,AD 44 ED 006,1513,89,45,1647,0,0,0,-0.26,1.12
NY,2024,Kings County,AD 44 ED 007,953,31,27,1011,0,0,0,0.94,-22.58
NY,2024,Kings County,AD 44 ED 008,814,33,42,889,0,0,0,-0.74,-39.39
NY,2024,Kings County,AD 44 ED 009,803,55,24,882,0,0,0,-0.37,36.36
NY,2024,Kings County,AD 44 ED 010,514,12,17,543,0,0,0,0,-33.33
NY,2024,Kings County,AD 44 ED 011,453,15,18,486,0,0,0,-0.66,20
NY,2024,Kings County,AD 44 ED 012,641,26,19,686,0,0,0,-0.16,19.23
NY,2024,Kings County,AD 44 ED 013,331,15,9,355,0,0,0,-1.21,0
NY,2024,Kings County,AD 44 ED 014,696,27,10,733,0,0,0,1.15,0
NY,2024,Kings County,AD 44 ED 015,250,6,4,260,0,0,0,2,-16.67
NY,2024,Kings County,AD 44 ED 016,1292,47,34,1373,0,0,0,0.7,-10.64
NY,2024,Kings County,AD 44 ED 017,1093,68,22,1183,0,0,0,1.28,5.88
NY,2024,Kings County,AD 44 ED 018,790,85,25,900,0,0,0,-0.63,3.53
NY,2024,Kings County,AD 44 ED 019,530,43,20,593,0,0,0,-1.13,13.95
NY,2024,Kings County,AD 44 ED 020,428,24,14,466,0,0,0,-0.23,16.67
NY,2024,Kings County,AD 44 ED 021,655,90,33,778,0,0,0,-1.53,5.56
NY,2024,Kings County,AD 44 ED 022,647,48,26,721,0,0,0,-0.15,16.67
NY,2024,Kings County,AD 44 ED 023,1006,45,34,1085,0,0,0,-0.3,-11.11
NY,2024,Kings County,AD 44 ED 024,816,84,22,922,0,0,0,1.47,-14.29
NY,2024,Kings County,AD 44 ED 025,971,67,34,1072,0,0,0,0.31,-1.49
NY,2024,Kings County,AD 44 ED 026,742,49,26,817,0,0,0,0.67,-8.16
NY,2024,Kings County,AD 44 ED 027,868,69,25,962,0,0,0,0.46,-2.9
NY,2024,Kings County,AD 44 ED 028,908,48,30,986,0,0,0,0.22,2.08
NY,2024,Kings County,AD 44 ED 029,970,70,25,1065,0,0,0,0.82,-4.29
NY,2024,Kings County,AD 44 ED 030,869,65,31,965,0,0,0,1.27,-6.15
NY,2024,Kings County,AD 44 ED 031,1038,112,32,1182,0,0,0,0.39,3.57
NY,2024,Kings County,AD 44 ED 032,998,104,21,1123,0,0,0,-1.3,18.27
NY,2024,Kings County,AD 44 ED 033,953,144,32,1129,0,0,0,-1.26,13.19
NY,2024,Kings County,AD 44 ED 034,537,65,18,620,0,0,0,-0.56,-1.54
NY,2024,Kings County,AD 44 ED 035,565,97,19,681,0,0,0,-1.77,21.65
NY,2024,Kings County,AD 44 ED 036,1007,167,32,1206,0,0,0,-0.3,-0.6
NY,2024,Kings County,AD 44 ED 037,925,147,24,1096,0,0,0,-0.65,11.56
NY,2024,Kings County,AD 44 ED 038,967,135,25,1127,0,0,0,-0.31,2.22
NY,2024,Kings County,AD 44 ED 039,824,102,28,954,0,0,0,0.73,3.92
NY,2024,Kings County,AD 44 ED 040,586,118,19,723,0,0,0,-1.54,17.8
NY,2024,Kings County,AD 44 ED 041,635,123,18,776,0,0,0,-2.2,13.01
NY,2024,Kings County,AD 44 ED 042,155,243,13,411,0,0,0,-16.77,29.63
NY,2024,Kings County,AD 44 ED 043,575,167,30,772,0,0,0,-3.83,12.57
NY,2024,Kings County,AD 44 ED 044,267,181,24,472,0,0,0,-5.24,20.99
NY,2024,Kings County,AD 44 ED 045,711,123,32,866,0,0,0,-2.53,14.63
NY,2024,Kings County,AD 44 ED 046,726,185,33,944,0,0,0,-2.75,12.97
NY,2024,Kings County,AD 44 ED 047,346,178,59,583,0,0,0,-7.51,21.35
NY,2024,Kings County,AD 44 ED 048,339,366,53,758,0,0,0,-12.39,23.22
NY,2024,Kings County,AD 44 ED 049,50,278,2,330,0,0,0,-62,30.94
NY,2024,Kings County,AD 44 ED 050,38,278,1,317,0,0,0,-55.26,29.14
NY,2024,Kings County,AD 44 ED 051,25,369,2,396,0,0,0,-128,22.49
NY,2024,Kings County,AD 44 ED 052,46,63,4,113,0,0,0,-10.87,20.63
NY,2024,Kings County,AD 44 ED 053,236,411,27,674,0,0,0,-10.59,15.09
NY,2024,Kings County,AD 44 ED 054,648,65,23,736,0,0,0,-0.77,4.62
NY,2024,Kings County,AD 44 ED 055,206,56,12,274,0,0,0,-3.88,12.5
NY,2024,Kings County,AD 44 ED 056,654,156,49,859,0,0,0,-3.52,16.67
NY,2024,Kings County,AD 44 ED 057,376,330,42,748,0,0,0,-6.65,20
NY,2024,Kings County,AD 44 ED 058,371,232,28,631,0,0,0,-5.93,11.21
NY,2024,Kings County,AD 44 ED 059,330,230,24,584,0,0,0,-3.64,17.83
NY,2024,Kings County,AD 44 ED 060,189,120,9,318,0,0,0,-1.06,20.83
NY,2024,Kings County,AD 44 ED 061,999,146,68,1213,0,0,0,-1.8,8.9
NY,2024,Kings County,AD 44 ED 062,749,73,21,843,0,0,0,-1.34,9.59
NY,2024,Kings County,AD 44 ED 063,650,221,88,959,0,0,0,-6,18.55
NY,2024,Kings County,AD 44 ED 064,640,279,35,954,0,0,0,-2.97,12.54
NY,2024,Kings County,AD 44 ED 065,589,59,21,669,0,0,0,-1.19,5.08
NY,2024,Kings County,AD 44 ED 066,603,362,55,1020,0,0,0,-7.46,17.13
NY,2024,Kings County,AD 44 ED 067,353,120,24,497,0,0,0,-3.4,11.67
NY,2024,Kings County,AD 44 ED 068,431,77,13,521,0,0,0,-0.7,15.58
NY,2024,Kings County,AD 44 ED 069,384,428,53,865,0,0,0,-7.81,18.46
NY,2024,Kings County,AD 44 ED 070,358,141,27,526,0,0,0,-3.91,21.28
NY,2024,Kings County,AD 44 ED 071,336,229,54,619,0,0,0,-6.85,23.14
NY,2024,Kings County,AD 44 ED 072,433,289,31,753,0,0,0,-6.7,18.69
NY,2024,Kings County,AD 44 ED 073,223,18,9,250,0,0,0,-2.69,-11.11
NY,2024,Kings County,AD 44 ED 074,480,89,23,592,0,0,0,-0.42,4.49
NY,2024,Kings County,AD 44 ED 075,4,5,1,10,0,0,0,-25,20
NY,2024,Kings County,AD 44 ED 076,257,156,28,441,0,0,0,-13.62,26.92
NY,2024,Kings County,AD 44 ED 077,183,12,6,201,0,0,0,0,25
NY,2024,Kings County,AD 44 ED 078,318,129,21,468,0,0,0,-9.75,24.81
NY,2024,Kings County,AD 44 ED 082,277,2,11,290,0,0,0,-2.53,50
NY,2024,Kings County,AD 44 ED 083,296,6,13,315,0,0,0,-2.03,-33.33
NY,2024,Kings County,AD 44 ED 084,462,15,14,491,0,0,0,0.22,6.67
NY,2024,Kings County,AD 44 ED 085,259,14,3,276,0,0,0,2.7,14.29
NY,2024,Kings County,AD 44 ED 086,1,0,0,1,0,0,0,0,0
NY,2024,Kings County,AD 44 ED 087,17,7,5,29,0,0,0,-11.76,0
NY,2024,Kings County,AD 44 ED 088,242,148,29,419,0,0,0,-9.5,18.24
NY,2024,Kings County,AD 44 ED 089,159,35,6,200,0,0,0,0,5.71
NY,2024,Kings County,AD 45 ED 001,147,550,13,710,0,0,0,-25.85,19.45
NY,2024,Kings County,AD 45 ED 002,150,712,10,872,0,0,0,-26.67,17.13
NY,2024,Kings County,AD 45 ED 003,235,668,18,921,0,0,0,-12.77,15.42
NY,2024,Kings County,AD 45 ED 004,242,521,20,783,0,0,0,-4.96,12.86
NY,2024,Kings County,AD 45 ED 005,225,498,14,737,0,0,0,-1.78,10.64
NY,2024,Kings County,AD 45 ED 006,229,480,17,726,0,0,0,-7.42,16.25
NY,2024,Kings County,AD 45 ED 007,114,722,8,844,0,0,0,-30.7,12.05
NY,2024,Kings County,AD 45 ED 008,58,686,3,747,0,0,0,-41.38,11.52
NY,2024,Kings County,AD 45 ED 009,163,630,11,804,0,0,0,-11.66,13.49
NY,2024,Kings County,AD 45 ED 010,53,615,8,676,0,0,0,-77.36,17.24
NY,2024,Kings County,AD 45 ED 011,54,554,2,610,0,0,0,-40.74,13.72
NY,2024,Kings County,AD 45 ED 012,35,97,1,133,0,0,0,-34.29,19.59
NY,2024,Kings County,AD 45 ED 013,48,366,5,419,0,0,0,-14.58,7.92
NY,2024,Kings County,AD 45 ED 014,92,497,7,596,0,0,0,-23.91,15.9
NY,2024,Kings County,AD 45 ED 015,84,545,5,634,0,0,0,-22.62,12.48
NY,2024,Kings County,AD 45 ED 016,97,935,10,1042,0,0,0,-43.3,14.22
NY,2024,Kings County,AD 45 ED 017,108,584,11,703,0,0,0,-10.19,12.33
NY,2024,Kings County,AD 45 ED 018,27,70,1,98,0,0,0,-22.22,14.29
NY,2024,Kings County,AD 45 ED 019,89,180,5,274,0,0,0,0,8.89
NY,2024,Kings County,AD 45 ED 020,182,665,12,859,0,0,0,-2.2,7.07
NY,2024,Kings County,AD 45 ED 021,63,111,1,175,0,0,0,-6.35,13.51
NY,2024,Kings County,AD 45 ED 022,85,181,6,272,0,0,0,-1.18,12.15
NY,2024,Kings County,AD 45 ED 023,302,197,3,502,0,0,0,-0.33,17.77
NY,2024,Kings County,AD 45 ED 024,314,204,7,525,0,0,0,4.14,9.8
NY,2024,Kings County,AD 45 ED 025,37,395,3,435,0,0,0,-56.76,16.46
NY,2024,Kings County,AD 45 ED 026,31,417,1,449,0,0,0,-38.71,11.51
NY,2024,Kings County,AD 45 ED 027,184,379,18,581,0,0,0,-11.41,15.57
NY,2024,Kings County,AD 45 ED 028,153,674,7,834,0,0,0,-11.11,4.45
NY,2024,Kings County,AD 45 ED 029,75,532,12,619,0,0,0,-21.33,11.09
NY,2024,Kings County,AD 45 ED 030,179,421,17,617,0,0,0,-12.29,14.49
NY,2024,Kings County,AD 45 ED 031,254,294,18,566,0,0,0,-5.91,18.71
NY,2024,Kings County,AD 45 ED 032,188,780,8,976,0,0,0,-1.06,9.1
NY,2024,Kings County,AD 45 ED 033,92,541,5,638,0,0,0,-9.78,10.54
NY,2024,Kings County,AD 45 ED 034,203,540,7,750,0,0,0,-4.43,11.48
NY,2024,Kings County,AD 45 ED 035,92,380,2,474,0,0,0,-11.96,17.11
NY,2024,Kings County,AD 45 ED 036,314,725,11,1050,0,0,0,-6.05,10.34
NY,2024,Kings County,AD 45 ED 037,318,427,7,752,0,0,0,-2.52,11.71
NY,2024,Kings County,AD 45 ED 038,97,306,7,410,0,0,0,-1.03,12.09
NY,2024,Kings County,AD 45 ED 039,26,55,1,82,0,0,0,-11.54,16.36
NY,2024,Kings County,AD 45 ED 040,203,475,5,683,0,0,0,-1.97,9.47
NY,2024,Kings County,AD 45 ED 041,284,705,12,1001,0,0,0,-8.45,12.06
NY,2024,Kings County,AD 45 ED 042,251,485,5,741,0,0,0,-5.18,20
NY,2024,Kings County,AD 45 ED 043,208,575,12,795,0,0,0,-15.38,13.39
NY,2024,Kings County,AD 45 ED 044,246,508,11,765,0,0,0,-0.41,8.66
NY,2024,Kings County,AD 45 ED 045,223,620,9,852,0,0,0,-5.38,12.26
NY,2024,Kings County,AD 45 ED 046,244,299,28,571,0,0,0,-2.46,10.03
NY,2024,Kings County,AD 45 ED 047,242,547,16,805,0,0,0,-0.41,10.42
NY,2024,Kings County,AD 45 ED 048,215,392,8,615,0,0,0,0.47,8.16
NY,2024,Kings County,AD 45 ED 049,98,789,13,900,0,0,0,-7.14,6.34
NY,2024,Kings County,AD 45 ED 050,162,380,6,548,0,0,0,2.47,13.95
NY,2024,Kings County,AD 45 ED 051,159,638,5,802,0,0,0,-6.92,13.79
NY,2024,Kings County,AD 45 ED 052,137,344,2,483,0,0,0,2.19,17.15
NY,2024,Kings County,AD 45 ED 053,127,184,6,317,0,0,0,4.72,21.74
NY,2024,Kings County,AD 45 ED 054,34,56,2,92,0,0,0,2.94,16.07
NY,2024,Kings County,AD 45 ED 055,10,33,0,43,0,0,0,10,6.06
NY,2024,Kings County,AD 46 ED 001,358,278,27,663,0,0,0,-6.15,11.51
NY,2024,Kings County,AD 46 ED 002,373,220,38,631,0,0,0,-4.83,7.73
NY,2024,Kings County,AD 46 ED 003,531,244,29,804,0,0,0,-3.2,13.52
NY,2024,Kings County,AD 46 ED 004,461,255,35,751,0,0,0,-6.29,7.45
NY,2024,Kings County,AD 46 ED 005,460,377,32,869,0,0,0,-8.04,12.73
NY,2024,Kings County,AD 46 ED 006,413,449,27,889,0,0,0,-7.02,9.13
NY,2024,Kings County,AD 46 ED 007,410,394,41,845,0,0,0,-6.1,7.61
NY,2024,Kings County,AD 46 ED 008,397,270,28,695,0,0,0,-2.27,6.3
NY,2024,Kings County,AD 46 ED 009,535,321,22,878,0,0,0,0,9.03
NY,2024,Kings County,AD 46 ED 010,513,337,48,898,0,0,0,-6.63,11.57
NY,2024,Kings County,AD 46 ED 011,302,242,29,573,0,0,0,-8.61,16.12
NY,2024,Kings County,AD 46 ED 012,588,441,28,1057,0,0,0,-2.89,5.44
NY,2024,Kings County,AD 46 ED 013,551,424,38,1013,0,0,0,-1.27,5.19
NY,2024,Kings County,AD 46 ED 014,555,394,29,978,0,0,0,-4.32,8.12
NY,2024,Kings County,AD 46 ED 015,411,385,26,822,0,0,0,-6.08,10.65
NY,2024,Kings County,AD 46 ED 016,482,331,47,860,0,0,0,-3.73,9.37
NY,2024,Kings County,AD 46 ED 017,366,330,33,729,0,0,0,-6.56,13.94
NY,2024,Kings County,AD 46 ED 018,430,343,33,806,0,0,0,-5.58,13.12
NY,2024,Kings County,AD 46 ED 019,504,430,21,955,0,0,0,-2.98,6.28
NY,2024,Kings County,AD 46 ED 020,562,431,20,1013,0,0,0,-0.71,4.41
NY,2024,Kings County,AD 46 ED 021,101,67,6,174,0,0,0,-6.93,11.94
NY,2024,Kings County,AD 46 ED 022,370,384,31,785,0,0,0,-5.68,7.81
NY,2024,Kings County,AD 46 ED 023,233,508,24,765,0,0,0,-13.73,7.87
NY,2024,Kings County,AD 46 ED 024,158,594,7,759,0,0,0,-3.16,6.9
NY,2024,Kings County,AD 46 ED 025,207,480,12,699,0,0,0,-0.97,5.83
NY,2024,Kings County,AD 46 ED 026,299,560,17,876,0,0,0,-4.35,9.11
NY,2024,Kings County,AD 46 ED 027,467,385,32,884,0,0,0,-8.35,12.21
NY,2024,Kings County,AD 46 ED 028,224,455,9,688,0,0,0,-8.48,8.79
NY,2024,Kings County,AD 46 ED 029,79,66,7,152,0,0,0,-3.8,6.06
NY,2024,Kings County,AD 46 ED 030,53,91,5,149,0,0,0,-11.32,14.29
NY,2024,Kings County,AD 46 ED 031,148,225,6,379,0,0,0,-12.16,26.67
NY,2024,Kings County,AD 46 ED 032,84,124,4,212,0,0,0,-3.57,20.97
NY,2024,Kings County,AD 46 ED 033,43,62,0,105,0,0,0,2.33,22.58
NY,2024,Kings County,AD 46 ED 034,186,328,16,530,0,0,0,-8.06,19.82
NY,2024,Kings County,AD 46 ED 035,73,235,5,313,0,0,0,-4.11,13.62
NY,2024,Kings County,AD 46 ED 036,172,360,4,536,0,0,0,-2.33,10.28
NY,2024,Kings County,AD 46 ED 037,1,0,0,1,0,0,0,0,0
NY,2024,Kings County,AD 46 ED 038,202,466,8,676,0,0,0,-7.92,13.09
NY,2024,Kings County,AD 46 ED 039,252,468,2,722,0,0,0,-1.98,11.54
NY,2024,Kings County,AD 46 ED 040,273,561,7,841,0,0,0,-2.56,8.91
NY,2024,Kings County,AD 46 ED 041,361,176,2,539,0,0,0,1.94,28.41
NY,2024,Kings County,AD 46 ED 042,383,148,6,537,0,0,0,-0.26,31.76
NY,2024,Kings County,AD 46 ED 043,332,138,2,472,0,0,0,2.41,21.74
NY,2024,Kings County,AD 46 ED 044,243,173,3,419,0,0,0,0.82,19.08
NY,2024,Kings County,AD 46 ED 045,236,167,3,406,0,0,0,2.97,25.75
NY,2024,Kings County,AD 46 ED 046,329,155,5,489,0,0,0,3.65,29.03
NY,2024,Kings County,AD 46 ED 047,385,222,6,613,0,0,0,1.56,14.86
NY,2024,Kings County,AD 46 ED 048,381,139,2,522,0,0,0,2.62,15.83
NY,2024,Kings County,AD 46 ED 049,138,176,1,315,0,0,0,3.62,27.84
NY,2024,Kings County,AD 46 ED 050,450,134,5,589,0,0,0,2.89,31.34
NY,2024,Kings County,AD 46 ED 051,303,107,4,414,0,0,0,6.6,28.04
NY,2024,Kings County,AD 46 ED 052,299,162,2,463,0,0,0,1.34,27.78
NY,2024,Kings County,AD 46 ED 053,428,243,14,685,0,0,0,-1.87,19.75
NY,2024,Kings County,AD 46 ED 054,75,474,3,552,0,0,0,1.33,12.45
NY,2024,Kings County,AD 46 ED 055,124,687,2,813,0,0,0,-4.84,12.95
NY,2024,Kings County,AD 46 ED 056,211,688,8,907,0,0,0,-3.79,11.48
NY,2024,Kings County,AD 46 ED 057,125,405,2,532,0,0,0,-2.4,18.77
NY,2024,Kings County,AD 46 ED 058,120,407,2,529,0,0,0,0.83,12.78
NY,2024,Kings County,AD 46 ED 059,92,443,0,535,0,0,0,0,12.87
NY,2024,Kings County,AD 46 ED 060,94,362,4,460,0,0,0,-4.26,18.23
NY,2024,Kings County,AD 46 ED 061,297,731,5,1033,0,0,0,2.36,10.81
NY,2024,Kings County,AD 46 ED 062,130,365,5,500,0,0,0,-5.38,12.33
NY,2024,Kings County,AD 46 ED 063,97,403,2,502,0,0,0,-8.25,13.65
NY,2024,Kings County,AD 46 ED 064,70,391,0,461,0,0,0,-2.86,14.58
NY,2024,Kings County,AD 46 ED 065,103,378,4,485,0,0,0,-8.74,12.7
NY,2024,Kings County,AD 46 ED 066,166,507,6,679,0,0,0,0.6,14
NY,2024,Kings County,AD 46 ED 067,90,445,3,538,0,0,0,2.22,13.71
NY,2024,Kings County,AD 46 ED 068,184,466,6,656,0,0,0,0.54,19.31
NY,2024,Kings County,AD 46 ED 069,188,192,14,394,0,0,0,-5.85,13.02
NY,2024,Kings County,AD 46 ED 070,197,362,28,587,0,0,0,-9.64,11.88
NY,2024,Kings County,AD 46 ED 071,248,458,29,735,0,0,0,-10.89,14.63
NY,2024,Kings County,AD 46 ED 072,0,1,0,1,0,0,0,0,0
NY,2024,Kings County,AD 46 ED 073,87,361,7,455,0,0,0,-11.49,13.3
NY,2024,Kings County,AD 47 ED 001,123,218,12,353,0,0,0,-6.5,7.34
NY,2024,Kings County,AD 47 ED 002,311,525,14,850,0,0,0,-5.47,9.33
NY,2024,Kings County,AD 47 ED 003,129,255,3,387,0,0,0,-1.55,9.41
NY,2024,Kings County,AD 47 ED 004,250,362,6,618,0,0,0,-4.4,15.47
NY,2024,Kings County,AD 47 ED 005,317,435,9,761,0,0,0,-8.2,13.1
NY,2024,Kings County,AD 47 ED 006,150,148,10,308,0,0,0,-0.67,16.22
NY,2024,Kings County,AD 47 ED 007,192,366,19,577,0,0,0,-13.54,15.03
NY,2024,Kings County,AD 47 ED 008,134,160,7,301,0,0,0,-7.46,22.5
NY,2024,Kings County,AD 47 ED 009,222,364,16,602,0,0,0,-3.6,13.19
NY,2024,Kings County,AD 47 ED 010,162,314,21,497,0,0,0,-6.79,29.62
NY,2024,Kings County,AD 47 ED 011,253,346,19,618,0,0,0,-0.4,13.01
NY,2024,Kings County,AD 47 ED 012,297,444,16,757,0,0,0,-7.74,16.89
NY,2024,Kings County,AD 47 ED 013,187,288,15,490,0,0,0,-11.76,23.61
NY,2024,Kings County,AD 47 ED 014,348,577,29,954,0,0,0,-2.59,18.02
NY,2024,Kings County,AD 47 ED 015,22,75,2,99,0,0,0,-4.55,10.67
NY,2024,Kings County,AD 47 ED 016,50,96,4,150,0,0,0,-2,10.42
NY,2024,Kings County,AD 47 ED 017,31,64,1,96,0,0,0,-3.23,20.31
NY,2024,Kings County,AD 47 ED 018,147,189,7,343,0,0,0,-7.48,22.75
NY,2024,Kings County,AD 47 ED 019,180,260,5,445,0,0,0,-2.22,12.69
NY,2024,Kings County,AD 47 ED 020,174,212,10,396,0,0,0,-0.57,16.04
NY,2024,Kings County,AD 47 ED 021,243,320,13,576,0,0,0,-5.35,23.44
NY,2024,Kings County,AD 47 ED 022,166,320,10,496,0,0,0,-6.02,18.44
NY,2024,Kings County,AD 47 ED 023,339,452,13,804,0,0,0,-5.9,18.81
NY,2024,Kings County,AD 47 ED 024,202,326,15,543,0,0,0,-14.85,21.17
NY,2024,Kings County,AD 47 ED 025,232,355,18,605,0,0,0,-4.31,24.23
NY,2024,Kings County,AD 47 ED 026,208,397,15,620,0,0,0,-6.25,21.41
NY,2024,Kings County,AD 47 ED 027,306,642,9,957,0,0,0,-1.63,15.73
NY,2024,Kings County,AD 47 ED 028,112,193,4,309,0,0,0,-4.46,18.13
NY,2024,Kings County,AD 47 ED 029,222,333,6,561,0,0,0,2.7,14.71
NY,2024,Kings County,AD 47 ED 030,15,47,0,62,0,0,0,13.33,12.77
NY,2024,Kings County,AD 47 ED 031,24,78,3,105,0,0,0,-29.17,24.36
NY,2024,Kings County,AD 47 ED 032,166,265,12,443,0,0,0,-3.01,16.23
NY,2024,Kings County,AD 47 ED 033,255,483,15,753,0,0,0,-5.49,14.91
NY,2024,Kings County,AD 47 ED 034,234,361,15,610,0,0,0,-2.99,19.67
NY,2024,Kings County,AD 47 ED 035,217,375,10,602,0,0,0,-7.37,13.6
NY,2024,Kings County,AD 47 ED 036,180,365,7,552,0,0,0,-10,18.36
NY,2024,Kings County,AD 47 ED 037,216,351,11,578,0,0,0,0.93,13.11
NY,2024,Kings County,AD 47 ED 038,213,351,9,573,0,0,0,-8.92,20.51
NY,2024,Kings County,AD 47 ED 039,175,346,6,527,0,0,0,-5.14,23.99
NY,2024,Kings County,AD 47 ED 040,61,124,3,188,0,0,0,-8.2,20.97
NY,2024,Kings County,AD 47 ED 041,72,164,3,239,0,0,0,-22.22,22.56
NY,2024,Kings County,AD 47 ED 042,410,155,5,570,0,0,0,2.68,30.97
NY,2024,Kings County,AD 47 ED 043,295,516,14,825,0,0,0,-1.36,17.83
NY,2024,Kings County,AD 47 ED 044,283,608,4,895,0,0,0,-4.95,22.37
NY,2024,Kings County,AD 47 ED 045,303,603,13,919,0,0,0,-11.88,24.05
NY,2024,Kings County,AD 47 ED 046,235,381,8,624,0,0,0,0,17.06
NY,2024,Kings County,AD 47 ED 047,287,455,22,764,0,0,0,-7.67,13.19
NY,2024,Kings County,AD 47 ED 048,85,104,6,195,0,0,0,1.18,13.46
NY,2024,Kings County,AD 47 ED 049,257,523,12,792,0,0,0,-5.45,21.41
NY,2024,Kings County,AD 47 ED 050,290,612,12,914,0,0,0,-9.66,14.38
NY,2024,Kings County,AD 47 ED 051,42,60,0,102,0,0,0,-2.38,25
NY,2024,Kings County,AD 47 ED 052,128,225,3,356,0,0,0,-7.81,20
NY,2024,Kings County,AD 47 ED 053,197,250,12,459,0,0,0,-4.57,22
NY,2024,Kings County,AD 47 ED 054,216,360,4,580,0,0,0,-2.31,16.11
NY,2024,Kings County,AD 47 ED 055,27,49,0,76,0,0,0,-3.7,18.37
NY,2024,Kings County,AD 47 ED 056,30,46,0,76,0,0,0,-6.67,10.87
NY,2024,Kings County,AD 47 ED 057,123,242,8,373,0,0,0,-15.45,10.33
NY,2024,Kings County,AD 47 ED 058,132,182,1,315,0,0,0,0,12.64
NY,2024,Kings County,AD 47 ED 059,133,219,7,359,0,0,0,-4.51,11.42
NY,2024,Kings County,AD 47 ED 060,53,104,5,162,0,0,0,-9.43,13.46
NY,2024,Kings County,AD 48 ED 001,41,214,0,255,0,0,0,-34.15,23.83
NY,2024,Kings County,AD 48 ED 002,50,566,3,619,0,0,0,-104,29.15
NY,2024,Kings County,AD 48 ED 003,28,640,7,675,0,0,0,-214.29,24.22
NY,2024,Kings County,AD 48 ED 004,60,766,7,833,0,0,0,-111.67,29.5
NY,2024,Kings County,AD 48 ED 005,116,391,8,515,0,0,0,-30.17,28.9
NY,2024,Kings County,AD 48 ED 006,131,843,7,981,0,0,0,-49.62,28.23
NY,2024,Kings County,AD 48 ED 007,14,817,7,838,0,0,0,-607.14,32.56
NY,2024,Kings County,AD 48 ED 008,59,749,11,819,0,0,0,-150.85,35.38
NY,2024,Kings County,AD 48 ED 009,16,589,9,614,0,0,0,-512.5,33.28
NY,2024,Kings County,AD 48 ED 010,106,681,11,798,0,0,0,-58.49,27.17
NY,2024,Kings County,AD 48 ED 011,3,363,1,367,0,0,0,-1466.67,35.54
NY,2024,Kings County,AD 48 ED 012,13,427,2,442,0,0,0,-338.46,34.66
NY,2024,Kings County,AD 48 ED 013,83,695,5,783,0,0,0,-60.24,26.04
NY,2024,Kings County,AD 48 ED 014,121,240,11,372,0,0,0,-16.53,24.58
NY,2024,Kings County,AD 48 ED 015,260,595,26,881,0,0,0,-14.23,17.31
NY,2024,Kings County,AD 48 ED 016,213,656,14,883,0,0,0,-18.78,20.27
NY,2024,Kings County,AD 48 ED 017,11,7,2,20,0,0,0,-18.18,57.14
NY,2024,Kings County,AD 48 ED 018,1,51,0,52,0,0,0,-200,25.49
NY,2024,Kings County,AD 48 ED 019,192,453,37,682,0,0,0,-15.1,11.04
NY,2024,Kings County,AD 48 ED 020,184,371,27,582,0,0,0,-14.67,14.29
NY,2024,Kings County,AD 48 ED 021,103,136,9,248,0,0,0,-12.62,12.5
NY,2024,Kings County,AD 48 ED 022,18,116,0,134,0,0,0,-44.44,14.66
NY,2024,Kings County,AD 48 ED 023,291,470,35,796,0,0,0,-11.68,15.32
NY,2024,Kings County,AD 48 ED 024,260,313,19,592,0,0,0,-10,18.53
NY,2024,Kings County,AD 48 ED 025,243,540,17,800,0,0,0,-15.64,20.37
NY,2024,Kings County,AD 48 ED 026,85,765,9,859,0,0,0,-58.82,14.9
NY,2024,Kings County,AD 48 ED 027,139,452,7,598,0,0,0,-23.74,19.47
NY,2024,Kings County,AD 48 ED 028,103,486,13,602,0,0,0,-33.98,19.34
NY,2024,Kings County,AD 48 ED 029,134,538,14,686,0,0,0,-27.61,14.31
NY,2024,Kings County,AD 48 ED 030,67,526,9,602,0,0,0,-64.18,11.98
NY,2024,Kings County,AD 48 ED 031,44,52,0,96,0,0,0,-6.82,17.31
NY,2024,Kings County,AD 48 ED 032,39,491,2,532,0,0,0,-79.49,15.48
NY,2024,Kings County,AD 48 ED 033,180,512,17,709,0,0,0,-7.78,12.89
NY,2024,Kings County,AD 48 ED 034,77,84,3,164,0,0,0,-5.19,10.71
NY,2024,Kings County,AD 48 ED 035,149,537,8,694,0,0,0,-29.53,18.06
NY,2024,Kings County,AD 48 ED 036,119,260,2,381,0,0,0,-12.61,21.54
NY,2024,Kings County,AD 48 ED 037,42,458,5,505,0,0,0,-73.81,21.83
NY,2024,Kings County,AD 48 ED 038,123,780,9,912,0,0,0,-51.22,17.56
NY,2024,Kings County,AD 48 ED 039,102,740,11,853,0,0,0,-48.04,22.57
NY,2024,Kings County,AD 48 ED 040,62,920,10,992,0,0,0,-108.06,21.74
