state,electionYear,jurisdictionCode,jurisdictionName,level,vendor,systemName,equipmentType,usage,paperRecord,standardSystem,accessibleSystem,absenteeSystem,pollBookSystem,tabulation,registeredVoters,precincts,pollingPlaces,sourceGranularity,uniformityWarningRequired,uniformityNote,configurationSignals,sourceDocumentId,sourceUrl,caveat
OK,2024,OK-041,Delaware County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",25029,18,18,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-043,Dewey County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",2806,9,9,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-045,Ellis County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",2346,7,7,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-047,Garfield County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",30352,29,29,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-049,Garvin County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",14489,17,17,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-051,Grady County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",32476,28,28,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-053,Grant County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",2671,7,7,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-055,Greer County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",2579,6,6,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-057,Harmon County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",1214,6,6,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-059,Harper County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",1814,6,6,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-061,Haskell County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",6319,10,10,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-063,Hughes County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",6415,15,15,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-065,Jackson County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",11902,15,15,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-067,Jefferson County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",3181,9,9,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-069,Johnston County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",5519,14,14,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-071,Kay County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",23311,30,30,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-073,Kingfisher County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",8533,12,12,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-075,Kiowa County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",4387,12,12,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-077,Latimer County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",5499,13,13,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-079,Le Flore County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",26240,37,37,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
OK,2024,OK-081,Lincoln County,county,Hart InterCivic,Jurisdiction does not use BMDs,"Optical Scan, accessible interface records votes directly into optical scan tabulation",county_context,hand_marked_paper,Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT,DREs without VVPAT for all voters,Batch-Fed Optical Scanners,Paper Poll Book,"Optical Scan, accessible interface records votes directly into optical scan tabulation",19939,19,19,county,true,"Verifier row is a county-level summary. tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation; polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT; accessible voting system differs from standard polling-place system; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.","tabulation reports multiple values: Optical Scan, accessible interface records votes directly into optical scan tabulation | polling-place system reports multiple values: Hand marked paper ballots; Direct recording assistive interface for accessibility without VVPAT | accessible voting system differs from standard polling-place system | absentee system differs from standard polling-place system",verified-voting-verifier-ok-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/40,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
