state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,cvr_rows,source_url
NV,2024,Clark County,2081 (2081|00),28,27,1,56,28,26,2,56,62,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2082 (2082|00),699,963,31,1693,702,887,86,1675,1696,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2086 (2086|00),825,463,26,1314,785,398,104,1287,1321,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2087 (2087|00),1427,779,44,2250,1385,686,147,2218,2263,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2088 (2088|00),850,456,21,1327,844,385,82,1311,1329,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2126 (2126|00),813,726,25,1564,811,597,122,1530,1571,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2352 (2352|00),1154,1466,32,2652,1170,1340,124,2634,2662,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2360 (2360|00),1053,537,26,1616,1038,451,96,1585,1619,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2371 (2371|00),514,483,21,1018,524,407,80,1011,1021,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2372 (2372|00),1003,802,35,1840,978,705,131,1814,1845,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2384 (2384|00),181,171,13,365,176,157,31,364,366,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2387 (2387|00),1134,799,43,1976,1110,701,137,1948,1985,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2399 (2399|00),1102,766,26,1894,1088,662,117,1867,1895,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2417 (2417|00),121,92,4,217,112,78,25,215,217,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2430 (2430|00),379,301,14,694,375,240,68,683,696,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2440 (2440|00),699,740,8,1447,688,704,44,1436,1450,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2444 (2444|00),133,132,9,274,134,105,31,270,274,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2445 (2445|00),196,169,8,373,193,139,32,364,373,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2449 (2449|00),1055,994,33,2082,1048,937,70,2055,2085,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2457 (2457|00),1047,1266,44,2357,1043,1163,128,2334,2362,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2464 (2464|00),1324,965,21,2310,1287,876,117,2280,2312,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2465 (2465|00),916,1591,38,2545,892,1459,148,2499,2549,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2466 (2466|00),590,911,17,1518,578,848,76,1502,1519,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2469 (2469|00),100,364,12,476,100,342,27,469,476,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2473 (2473|00),234,1846,49,2129,250,1775,84,2109,2130,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2477 (2477|00),348,815,22,1185,345,789,46,1180,1188,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2479 (2479|00),1214,954,38,2206,1212,822,147,2181,2208,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2480 (2480|00),461,333,14,808,449,296,48,793,810,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2501 (2501|00),8,30,1,39,9,29,1,39,46,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2511 (2511|00),294,207,11,512,298,165,41,504,513,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2600 (2600|00),1178,1289,39,2506,1169,1162,145,2476,2508,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2601 (2601|00),1,19,1,21,2,18,1,21,29,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2602 (2602|00),44,65,4,113,50,59,3,112,113,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2605 (2605|00),494,650,23,1167,504,594,54,1152,1170,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2606 (2606|00),1342,900,48,2290,1332,778,138,2248,2295,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2611 (2611|00),834,777,28,1639,813,699,105,1617,1640,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2614 (2614|00),1111,1313,55,2479,1102,1196,147,2445,2483,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2622 (2622|00),614,908,23,1545,620,835,76,1531,1549,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2631 (2631|00),6,11,0,17,7,10,0,17,28,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2632 (2632|00),41,53,1,95,38,50,5,93,95,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2633 (2633|00),1046,1259,40,2345,1045,1188,83,2316,2346,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2642 (2642|00),25,64,2,91,23,63,5,91,100,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2643 (2643|00),699,1050,25,1774,690,998,63,1751,1777,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2644 (2644|00),752,1680,33,2465,764,1578,110,2452,2470,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2645 (2645|00),34,80,8,122,36,74,11,121,122,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2651 (2651|00),1193,1273,40,2506,1199,1131,136,2466,2510,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2654 (2654|00),879,1241,41,2161,890,1139,108,2137,2166,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2662 (2662|00),882,1051,33,1966,873,960,108,1941,1967,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2663 (2663|00),687,1314,29,2030,698,1230,81,2009,2031,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2666 (2666|00),1784,1451,52,3287,1763,1284,176,3223,3290,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2673 (2673|00),66,136,3,205,64,135,3,202,205,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2675 (2675|00),10,11,0,21,10,11,0,21,30,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2676 (2676|00),14,13,0,27,15,12,0,27,32,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2682 (2682|00),802,1231,33,2066,839,1115,90,2044,2067,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2684 (2684|00),5,25,0,30,5,20,3,28,30,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2691 (2691|00),7,24,0,31,9,23,0,32,36,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2693 (2693|00),32,63,2,97,29,56,11,96,97,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2695 (2695|00),849,1183,38,2070,850,1104,97,2051,2074,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2696 (2696|00),19,26,1,46,20,24,2,46,49,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2700 (2700|00),778,858,25,1661,773,761,107,1641,1665,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2704 (2704|00),19,33,0,52,18,33,1,52,61,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2709 (2709|00),335,396,12,743,337,358,44,739,746,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2710 (2710|00),1274,1156,50,2480,1276,987,172,2435,2484,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2711 (2711|00),650,840,29,1519,653,751,97,1501,1524,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2715 (2715|00),964,710,39,1713,954,630,116,1700,1715,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2717 (2717|00),671,392,22,1085,663,329,80,1072,1087,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2720 (2720|00),209,105,2,316,178,93,43,314,316,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2725 (2725|00),69,501,9,579,68,475,30,573,581,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2726 (2726|00),317,1462,31,1810,316,1382,92,1790,1812,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2730 (2730|00),1149,763,36,1948,1144,637,136,1917,1957,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2731 (2731|00),696,1194,34,1924,693,1097,113,1903,1927,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2733 (2733|00),958,584,31,1573,905,500,146,1551,1575,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2737 (2737|00),581,215,14,810,555,180,62,797,810,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2740 (2740|00),661,369,18,1048,592,309,125,1026,1049,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2743 (2743|00),1235,849,57,2141,1217,706,182,2105,2144,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2746 (2746|00),417,325,13,755,405,277,55,737,756,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2751 (2751|00),54,48,4,106,53,39,9,101,106,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2752 (2752|00),926,406,26,1358,903,318,115,1336,1362,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2770 (2770|00),55,17,2,74,51,10,12,73,75,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2775 (2775|00),1309,2194,54,3557,1298,2129,101,3528,3566,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2776 (2776|00),994,1928,65,2987,1014,1826,120,2960,2990,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3000 (3000|00),832,544,24,1400,788,453,114,1355,1402,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3003 (3003|00),631,492,26,1149,624,418,92,1134,1153,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3006 (3006|00),164,236,5,405,168,211,18,397,405,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3007 (3007|00),1043,672,43,1758,1028,533,166,1727,1762,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3009 (3009|00),927,714,36,1677,910,640,102,1652,1683,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3011 (3011|00),891,883,32,1806,880,756,135,1771,1809,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3013 (3013|00),717,539,23,1279,728,456,73,1257,1280,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3014 (3014|00),866,887,23,1776,857,814,77,1748,1783,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3016 (3016|00),774,909,26,1709,776,809,85,1670,1711,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3017 (3017|00),1256,1137,36,2429,1246,1042,117,2405,2431,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3018 (3018|00),1243,1237,44,2524,1239,1123,104,2466,2527,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3021 (3021|00),1132,1123,53,2308,1135,1016,124,2275,2313,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3022 (3022|00),1207,1314,56,2577,1198,1190,150,2538,2578,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3027 (3027|00),1213,1169,29,2411,1194,1072,99,2365,2414,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3030 (3030|00),1049,946,37,2032,1035,830,123,1988,2039,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3033 (3033|00),69,46,1,116,67,37,9,113,116,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3034 (3034|00),299,199,9,507,289,178,30,497,507,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3035 (3035|00),42,14,1,57,41,12,4,57,62,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3036 (3036|00),540,559,19,1118,545,533,32,1110,1121,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3037 (3037|00),1271,1271,32,2574,1275,1210,66,2551,2578,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3038 (3038|00),73,51,1,125,67,44,11,122,126,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3039 (3039|00),629,420,15,1064,617,355,74,1046,1066,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3040 (3040|00),927,1201,32,2160,924,1153,59,2136,2165,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3041 (3041|00),64,21,1,86,60,22,4,86,86,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3043 (3043|00),650,425,32,1107,641,384,72,1097,1122,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3045 (3045|00),466,385,23,874,462,314,88,864,877,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3048 (3048|00),22,51,0,73,22,48,3,73,82,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3050 (3050|00),433,959,31,1423,430,903,71,1404,1424,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3055 (3055|00),1186,1105,39,2330,1187,991,130,2308,2333,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3056 (3056|00),50,121,1,172,51,115,5,171,172,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3057 (3057|00),218,473,12,703,228,449,18,695,704,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3058 (3058|00),818,813,28,1659,811,736,95,1642,1661,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3059 (3059|00),1283,1347,46,2676,1261,1250,130,2641,2677,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3061 (3061|00),264,125,9,398,257,105,31,393,399,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3062 (3062|00),1140,1042,41,2223,1142,913,135,2190,2227,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3064 (3064|00),87,124,4,215,83,122,7,212,216,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3065 (3065|00),13,16,1,30,14,16,0,30,32,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3066 (3066|00),21,32,0,53,24,29,0,53,53,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3067 (3067|00),31,66,2,99,30,67,2,99,107,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3068 (3068|00),488,316,13,817,499,272,32,803,819,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3069 (3069|00),83,29,3,115,79,25,11,115,115,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3071 (3071|00),183,346,9,538,189,322,23,534,538,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3072 (3072|00),42,45,1,88,44,42,1,87,98,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3074 (3074|00),441,339,12,792,428,304,49,781,793,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3152 (3152|00),23,45,0,68,21,37,10,68,78,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3217 (3217|00),773,717,32,1522,768,650,85,1503,1522,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3361 (3361|00),690,597,21,1308,685,524,75,1284,1311,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3363 (3363|00),1004,1310,43,2357,1041,1199,89,2329,2362,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3364 (3364|00),619,981,26,1626,629,927,44,1600,1628,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3366 (3366|00),1175,1413,58,2646,1212,1313,87,2612,2655,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3370 (3370|00),1397,1213,36,2646,1380,1105,113,2598,2650,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3373 (3373|00),1577,1775,63,3415,1620,1622,123,3365,3421,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3374 (3374|00),1004,1168,27,2199,999,1083,86,2168,2200,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3382 (3382|00),892,1051,33,1976,916,975,66,1957,1979,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3383 (3383|00),1018,1197,23,2238,1017,1153,51,2221,2245,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3385 (3385|00),773,779,29,1581,769,728,63,1560,1584,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3391 (3391|00),967,914,37,1918,960,852,85,1897,1926,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3392 (3392|00),643,715,34,1392,645,639,79,1363,1394,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3414 (3414|00),464,581,31,1076,468,557,39,1064,1076,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3417 (3417|00),969,795,29,1793,964,705,106,1775,1794,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3418 (3418|00),276,356,13,645,278,334,31,643,647,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3435 (3435|00),1211,1083,42,2336,1205,976,127,2308,2338,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3464 (3464|00),852,1063,26,1941,860,991,65,1916,1945,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,3532 (3532|00),1,13,0,14,1,13,0,14,25,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
