Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","East Baton Rouge","03","036","135","3","1","257","2","1","0","0","0","0","3"
"Presidential Electors","East Baton Rouge","03","037","80","0","2","236","1","0","0","0","0","0","5"
"Presidential Electors","East Baton Rouge","03","038","81","0","10","272","2","0","4","1","0","0","2"
"Presidential Electors","East Baton Rouge","03","039","113","0","1","56","0","0","1","3","2","0","2"
"Presidential Electors","East Baton Rouge","03","040 A","115","5","5","212","0","0","0","1","0","0","0"
"Presidential Electors","East Baton Rouge","03","040 B","120","1","2","184","0","0","1","1","1","0","1"
"Presidential Electors","East Baton Rouge","03","041 A","155","5","5","247","5","0","0","0","0","1","0"
"Presidential Electors","East Baton Rouge","03","041 B","144","4","6","237","0","1","0","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","042","320","0","1","17","0","0","0","0","0","0","0"
"Presidential Electors","East Baton Rouge","03","043 A","60","6","0","192","4","0","0","0","0","0","0"
"Presidential Electors","East Baton Rouge","03","043 B","54","4","2","176","0","0","0","0","0","0","0"
"Presidential Electors","East Baton Rouge","03","044 A","188","0","0","24","0","0","0","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","044 B","199","0","0","30","0","0","0","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","045 A","82","5","2","163","1","1","0","0","0","0","2"
"Presidential Electors","East Baton Rouge","03","045 B","96","2","1","156","0","0","1","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","046","76","0","5","348","0","0","0","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","047 A","94","1","5","296","0","2","0","0","1","0","3"
"Presidential Electors","East Baton Rouge","03","047 B","97","3","4","288","0","1","1","0","0","0","3"
"Presidential Electors","East Baton Rouge","03","048 A","88","3","4","234","0","0","0","0","0","0","4"
"Presidential Electors","East Baton Rouge","03","048 B","104","3","2","171","0","0","0","0","1","0","1"
"Presidential Electors","East Baton Rouge","03","049 A","106","0","0","102","0","0","1","2","0","0","1"
"Presidential Electors","East Baton Rouge","03","049 B","97","1","3","111","0","1","1","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","050 A","159","4","5","122","1","0","1","0","1","0","3"
"Presidential Electors","East Baton Rouge","03","050 B","157","0","1","126","2","0","0","1","0","0","2"
"Presidential Electors","East Baton Rouge","03","051","72","1","1","107","0","0","0","0","0","0","2"
"Presidential Electors","East Baton Rouge","03","052 A","97","1","4","132","0","0","2","0","0","0","2"
"Presidential Electors","East Baton Rouge","03","052 B","115","2","5","89","0","0","1","1","0","0","5"
"Presidential Electors","East Baton Rouge","03","053 A","72","2","2","120","0","0","0","0","0","0","2"
"Presidential Electors","East Baton Rouge","03","053 B","74","3","1","153","0","0","0","1","0","0","1"
"Presidential Electors","East Baton Rouge","03","054","120","0","0","18","0","0","0","0","0","0","0"
"Presidential Electors","East Baton Rouge","03","055 A","257","2","0","20","1","0","1","5","0","0","1"
"Presidential Electors","East Baton Rouge","03","055 B","218","1","0","27","0","0","2","1","0","0","1"
"Presidential Electors","East Baton Rouge","03","056","230","8","4","384","3","1","1","1","0","0","1"
"Presidential Electors","East Baton Rouge","03","057","233","3","1","187","1","0","0","2","1","0","1"
"Presidential Electors","East Baton Rouge","03","058","111","5","3","148","0","0","0","2","0","0","1"
"Presidential Electors","East Baton Rouge","03","059","255","5","2","246","0","0","1","2","0","0","1"
"Presidential Electors","East Baton Rouge","03","060 A","89","0","2","147","1","1","1","2","1","0","1"
"Presidential Electors","East Baton Rouge","03","060 B","129","0","4","167","1","1","0","1","0","0","1"
"Presidential Electors","East Baton Rouge","03","061","81","2","5","436","3","2","1","1","0","0","5"
"Presidential Electors","East Baton Rouge","03","062","45","5","2","171","0","0","2","0","0","0","1"
"Presidential Electors","East Baton Rouge","03","063","223","2","5","201","0","0","1","0","0","0","5"
"Presidential Electors","East Baton Rouge","03","064","97","3","2","196","2","0","0","0","0","0","4"
"Presidential Electors","East Baton Rouge","03","065","245","2","3","227","1","0","1","0","1","0","2"
"Presidential Electors","East Baton Rouge","03","066","171","1","6","383","1","1","1","1","1","0","1"
"Presidential Electors","East Baton Rouge","03","067","77","6","5","253","2","0","0","1","0","0","1"
"Presidential Electors","East Baton Rouge","03","068","84","1","2","180","6","1","2","0","0","0","2"
"Presidential Electors","East Baton Rouge","03","069 A","133","1","7","203","2","0","0","0","1","0","2"
"Presidential Electors","East Baton Rouge","03","069 B","133","9","4","201","1","2","2","0","1","1","4"
"Presidential Electors","East Baton Rouge","03","070","110","8","3","254","0","0","1","0","0","0","3"
"Presidential Electors","East Baton Rouge","03","071","64","1","4","215","2","0","0","0","0","0","4"
"Presidential Electors","East Baton Rouge","03","072","263","1","1","152","4","3","0","4","0","0","2"
"Presidential Electors","East Baton Rouge","03","073 A","78","5","0","126","0","0","0","0","1","0","2"
"Presidential Electors","East Baton Rouge","03","073 B","89","1","0","173","0","0","0","1","1","0","1"
"Presidential Electors","East Baton Rouge","03","074","101","1","2","114","2","0","0","1","0","0","0"
"Presidential Electors","East Baton Rouge","03","075","82","0","4","244","1","0","0","0","0","0","5"
"Presidential Electors","East Baton Rouge","03","076","44","3","3","214","1","0","3","0","0","0","3"
"Presidential Electors","East Baton Rouge","Early Voting","","49613","254","303","42965","89","71","181","115","48","12","289"
"Presidential Electors","East Baton Rouge","Provisional Votes","","36","0","0","13","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","01","65","0","0","119","1","1","0","0","0","0","0"
"Presidential Electors","East Carroll","00","03","8","1","0","13","0","0","0","0","0","1","0"
"Presidential Electors","East Carroll","00","04","6","0","0","15","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","05","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","05A","3","0","0","6","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","05B","3","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","06","99","0","0","3","0","0","0","0","0","0","1"
"Presidential Electors","East Carroll","00","07","114","0","0","8","1","0","2","1","1","0","1"
"Presidential Electors","East Carroll","00","09","149","2","2","9","0","1","1","2","0","0","1"
"Presidential Electors","East Carroll","00","10","86","0","1","3","1","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","13","150","3","0","11","0","0","0","1","0","0","2"
"Presidential Electors","East Carroll","00","14","56","0","0","4","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","15","4","0","0","9","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","16","17","0","0","93","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","17","15","0","0","16","0","0","0","0","0","0","0"
"Presidential Electors","East Carroll","00","18","16","0","0","48","0","1","0","0","0","0","0"
"Presidential Electors","East Carroll","00","19","46","0","0","70","0","0","0","0","1","0","0"
"Presidential Electors","East Carroll","Early Voting","","501","0","0","503","0","0","0","2","0","2","3"
"Presidential Electors","East Carroll","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","01","56","2","0","321","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","02","178","0","1","471","4","0","1","0","0","0","1"
"Presidential Electors","East Feliciana","00","03","58","2","0","157","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","03A","7","2","0","54","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","04","148","1","2","289","0","2","4","1","0","0","1"
"Presidential Electors","East Feliciana","00","04A","23","0","0","25","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","04B","2","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","04C","26","0","0","55","0","0","0","0","0","0","1"
"Presidential Electors","East Feliciana","00","05","125","1","1","424","2","0","0","1","0","0","1"
"Presidential Electors","East Feliciana","00","06","157","1","1","256","0","1","1","0","1","0","2"
"Presidential Electors","East Feliciana","00","06A","8","0","0","40","0","0","0","0","0","0","1"
"Presidential Electors","East Feliciana","00","07","88","0","1","57","0","0","0","0","1","0","0"
"Presidential Electors","East Feliciana","00","08","184","0","1","156","0","0","2","1","2","0","1"
"Presidential Electors","East Feliciana","00","09","166","2","1","114","0","0","0","0","0","1","1"
"Presidential Electors","East Feliciana","00","10","135","0","4","67","0","0","1","0","0","0","0"
"Presidential Electors","East Feliciana","00","10A","30","0","0","16","0","0","0","0","1","0","0"
"Presidential Electors","East Feliciana","00","11","67","0","0","98","0","1","0","0","1","0","1"
"Presidential Electors","East Feliciana","00","12","34","0","0","121","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","12A","110","1","0","53","0","0","0","0","0","0","1"
"Presidential Electors","East Feliciana","00","13","69","0","0","37","0","0","0","1","0","0","1"
"Presidential Electors","East Feliciana","00","13A","2","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","00","14","117","1","1","93","1","0","0","0","0","0","1"
"Presidential Electors","East Feliciana","00","14C","9","0","0","4","0","0","0","0","0","0","0"
"Presidential Electors","East Feliciana","Early Voting","","2010","5","11","3088","4","4","9","3","1","0","11"
"Presidential Electors","East Feliciana","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1010","129","0","0","28","0","0","0","0","1","0","1"
"Presidential Electors","Evangeline","01","1020","22","0","1","125","0","1","0","1","0","0","0"
"Presidential Electors","Evangeline","01","1030","29","0","1","229","0","0","0","1","0","0","0"
"Presidential Electors","Evangeline","01","1031","68","3","0","106","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1040","59","0","1","52","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1041","63","1","1","272","1","0","0","1","0","0","0"
"Presidential Electors","Evangeline","01","1050","23","0","0","59","0","0","0","0","2","0","0"
"Presidential Electors","Evangeline","01","1080","71","0","1","20","0","0","1","0","0","0","0"
"Presidential Electors","Evangeline","01","1081","63","0","2","10","0","0","0","1","0","0","1"
"Presidential Electors","Evangeline","01","1090","41","0","0","8","0","0","0","1","0","0","0"
"Presidential Electors","Evangeline","01","1091","81","1","2","92","1","0","0","1","0","0","0"
"Presidential Electors","Evangeline","01","1100","35","0","0","37","1","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1101","66","0","0","73","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1110","247","0","3","9","0","0","1","1","0","0","1"
"Presidential Electors","Evangeline","01","1120","120","2","2","10","0","0","0","0","1","0","1"
"Presidential Electors","Evangeline","01","1130","32","1","0","245","0","0","1","0","0","0","0"
"Presidential Electors","Evangeline","01","1140","45","1","0","267","0","1","1","0","0","0","2"
"Presidential Electors","Evangeline","01","1150","31","1","0","211","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1160","134","1","1","6","1","0","0","0","1","0","2"
"Presidential Electors","Evangeline","01","1161","3","0","0","36","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1162","48","0","0","23","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1170","97","1","2","18","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","01","1171","25","0","0","63","0","0","0","0","0","0","2"
"Presidential Electors","Evangeline","02","2010","17","1","1","302","0","0","1","0","0","0","1"
"Presidential Electors","Evangeline","02","2010A","4","0","0","62","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","02","2020","35","1","0","157","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","02","2030","38","1","0","282","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","02","2040","95","2","1","215","0","1","1","1","0","0","0"
"Presidential Electors","Evangeline","03","3010","33","0","0","254","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","03","3020","111","0","2","94","3","0","0","0","1","0","1"
"Presidential Electors","Evangeline","03","3030","109","1","1","197","0","0","1","1","1","0","1"
"Presidential Electors","Evangeline","03","3031","31","0","2","103","0","1","0","0","0","0","1"
"Presidential Electors","Evangeline","03","3032","25","0","1","74","0","0","0","2","0","0","0"
"Presidential Electors","Evangeline","03","3040","67","2","0","372","0","0","2","0","1","0","2"
"Presidential Electors","Evangeline","03","3050","4","0","0","240","2","0","0","0","0","0","1"
"Presidential Electors","Evangeline","03","3051","4","0","0","38","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","03","3052","1","0","0","8","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","03","3060","133","1","1","45","0","0","1","0","3","0","1"
"Presidential Electors","Evangeline","03","3070","19","1","1","156","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","03","3071","2","0","0","18","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4001","21","0","1","307","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4010","4","0","0","193","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4011","4","0","0","72","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4012","1","0","0","43","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4020","6","1","0","119","1","0","0","0","0","0","1"
"Presidential Electors","Evangeline","04","4021","0","0","0","8","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","04","4030","27","2","1","334","0","0","0","0","0","0","2"
"Presidential Electors","Evangeline","04","4040","0","0","0","85","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","05","5004","3","0","0","168","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","05","5010","42","0","1","175","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","05","5020","27","0","0","152","0","2","0","0","0","0","1"
"Presidential Electors","Evangeline","05","5030","5","0","0","161","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","05","5040","11","0","0","257","1","0","0","0","0","0","0"
"Presidential Electors","Evangeline","05","5041","26","1","0","237","0","0","1","0","0","0","1"
"Presidential Electors","Evangeline","05","5050","0","0","0","63","0","0","0","0","0","0","0"
"Presidential Electors","Evangeline","Early Voting","","1089","2","8","3493","2","4","5","4","0","2","11"
"Presidential Electors","Evangeline","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","01","34","0","1","88","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","02","11","0","0","147","0","0","0","0","0","0","2"
"Presidential Electors","Franklin","00","03","19","1","1","197","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","04","149","2","1","89","1","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","04A","2","0","0","14","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","04B","18","0","0","51","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","06","54","0","2","290","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","12","34","0","0","187","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","13","15","0","0","128","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","13A","1","0","0","26","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","14","73","0","0","155","0","0","1","0","0","0","0"
"Presidential Electors","Franklin","00","16","226","0","0","30","0","0","1","0","1","0","0"
"Presidential Electors","Franklin","00","18","0","0","0","6","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","19","31","0","1","138","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","20","149","1","2","37","0","1","1","0","0","0","0"
"Presidential Electors","Franklin","00","21","20","0","1","159","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","22","22","1","0","61","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","24","299","2","2","20","1","0","2","1","1","0","0"
"Presidential Electors","Franklin","00","26","13","0","1","46","0","0","0","0","0","0","1"
"Presidential Electors","Franklin","00","27","68","0","0","65","0","0","0","0","0","0","1"
"Presidential Electors","Franklin","00","27A","14","0","0","4","0","0","0","0","0","0","0"
"Presidential Electors","Franklin","00","30","28","0","0","385","0","0","0","0","0","0","5"
"Presidential Electors","Franklin","00","31","37","0","1","255","0","0","0","1","0","0","1"
"Presidential Electors","Franklin","00","32","40","1","0","211","0","0","1","0","0","0","0"
"Presidential Electors","Franklin","00","33","14","0","0","79","0","0","0","0","1","0","1"
"Presidential Electors","Franklin","Early Voting","","825","3","5","3656","1","2","9","1","1","0","10"
"Presidential Electors","Franklin","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Grant","01","1","34","0","0","131","0","0","0","0","0","0","0"
"Presidential Electors","Grant","01","2","16","0","0","137","0","0","0","0","0","0","1"
"Presidential Electors","Grant","01","3","16","2","0","228","1","0","0","0","0","0","1"
"Presidential Electors","Grant","01","4","1","0","0","47","0","0","0","0","0","0","0"
"Presidential Electors","Grant","02","1","1","0","0","9","0","0","0","0","0","0","0"
"Presidential Electors","Grant","02","2","9","0","0","119","0","0","0","0","0","0","1"
"Presidential Electors","Grant","02","3","4","1","2","173","0","0","0","0","0","0","0"
"Presidential Electors","Grant","02","5","9","0","1","292","1","0","0","0","0","0","0"
"Presidential Electors","Grant","02","6","3","0","0","79","0","0","0","0","0","0","0"
"Presidential Electors","Grant","03","1","102","0","1","25","0","0","1","0","1","1","0"
"Presidential Electors","Grant","03","2","76","0","0","120","0","0","0","0","0","0","0"
"Presidential Electors","Grant","03","3","44","0","0","22","0","0","0","0","0","0","0"
"Presidential Electors","Grant","04","1","22","0","3","353","0","0","0","1","0","0","0"
"Presidential Electors","Grant","04","2","22","1","1","242","0","0","0","0","1","0","1"
"Presidential Electors","Grant","04","3","10","0","1","150","0","0","0","0","0","0","1"
"Presidential Electors","Grant","05","1","33","2","2","390","2","2","0","0","0","0","0"
"Presidential Electors","Grant","05","2","9","0","1","260","0","0","1","0","0","0","0"
"Presidential Electors","Grant","05","3","6","0","2","149","0","0","0","0","0","0","1"
"Presidential Electors","Grant","06","1","21","1","0","313","0","0","1","0","0","0","1"
"Presidential Electors","Grant","06","2","31","0","2","320","0","0","0","0","0","0","2"
"Presidential Electors","Grant","06","3","14","0","1","138","0","0","0","0","0","0","1"
"Presidential Electors","Grant","06","4","10","1","2","92","0","0","0","0","0","0","1"
"Presidential Electors","Grant","07","1","6","0","0","148","0","1","0","0","0","0","0"
"Presidential Electors","Grant","07","2","12","1","0","126","0","0","0","0","0","0","0"
"Presidential Electors","Grant","07","3","26","0","2","418","0","0","1","0","0","0","1"
"Presidential Electors","Grant","07","5","0","0","0","51","1","0","0","0","0","0","0"
"Presidential Electors","Grant","07","6","5","0","1","97","3","0","0","0","0","0","0"
"Presidential Electors","Grant","08","1","1","0","0","25","0","0","0","0","0","0","0"
"Presidential Electors","Grant","08","2","9","0","0","388","0","1","3","0","0","0","0"
"Presidential Electors","Grant","08","3","12","2","1","119","0","0","0","0","0","0","1"
"Presidential Electors","Grant","08","4","21","3","1","343","0","0","0","0","0","0","1"
"Presidential Electors","Grant","Early Voting","","411","2","0","2421","0","1","4","0","0","1","14"
"Presidential Electors","Grant","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","01","01","269","2","0","17","0","2","1","1","0","0","2"
"Presidential Electors","Iberia","01","03","157","1","1","153","0","0","2","0","0","0","2"
"Presidential Electors","Iberia","01","07","2","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","01","08","138","0","0","18","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","02","01","261","5","2","93","0","1","0","0","2","0","2"
"Presidential Electors","Iberia","02","02","68","0","1","98","0","0","1","1","0","0","0"
"Presidential Electors","Iberia","02","03","45","0","1","74","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","03","02","190","1","3","446","0","3","2","0","1","0","4"
"Presidential Electors","Iberia","03","03","37","0","1","99","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","03","04","18","0","0","77","0","0","0","0","0","0","2"
"Presidential Electors","Iberia","03","05","6","0","0","27","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","04","01","207","0","1","42","0","1","2","0","0","0","1"
"Presidential Electors","Iberia","04","02","343","1","1","74","1","2","0","1","2","0","1"
"Presidential Electors","Iberia","04","03","78","0","0","68","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","05","01","11","0","1","75","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","05","02","43","0","0","232","0","0","1","0","0","0","0"
"Presidential Electors","Iberia","05","03","173","4","0","175","0","2","0","0","1","1","0"
"Presidential Electors","Iberia","05","05","59","2","1","252","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","06","01","147","0","0","104","0","1","0","1","0","0","0"
"Presidential Electors","Iberia","06","02","70","2","1","269","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","06","04","163","1","2","131","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","06","05","16","0","0","65","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","07","01","80","3","0","234","2","0","0","0","0","0","3"
"Presidential Electors","Iberia","07","02","89","0","1","305","0","1","0","0","0","0","3"
"Presidential Electors","Iberia","07","04","92","3","0","284","0","1","0","0","0","0","3"
"Presidential Electors","Iberia","07","05","6","0","0","70","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","08","01","49","1","1","192","0","1","0","0","0","0","0"
"Presidential Electors","Iberia","08","02","109","0","1","365","1","0","1","0","0","0","0"
"Presidential Electors","Iberia","08","03","101","0","1","398","0","2","0","1","1","0","0"
"Presidential Electors","Iberia","09","01","123","1","1","223","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","09","02","110","0","1","627","0","0","1","0","1","0","2"
"Presidential Electors","Iberia","09","04","55","0","2","287","0","0","0","0","0","0","1"
"Presidential Electors","Iberia","09","05","52","0","0","165","0","0","0","1","0","0","0"
"Presidential Electors","Iberia","10","01","214","2","1","153","1","0","0","0","0","0","1"
"Presidential Electors","Iberia","10","02","61","0","1","97","0","0","0","0","0","0","2"
"Presidential Electors","Iberia","10","03","57","0","0","313","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","10","04","87","1","0","354","0","0","1","0","1","0","0"
"Presidential Electors","Iberia","11","01","91","1","0","208","0","1","0","0","0","0","0"
"Presidential Electors","Iberia","11","03","42","1","0","147","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","11","04","55","3","0","121","0","0","0","1","0","0","4"
"Presidential Electors","Iberia","11","05","144","1","4","271","2","0","1","0","0","0","0"
"Presidential Electors","Iberia","11","06","50","0","0","51","1","1","0","0","0","0","0"
"Presidential Electors","Iberia","12","01","129","1","0","50","1","0","0","0","0","0","0"
"Presidential Electors","Iberia","12","02","96","2","0","39","0","0","1","0","0","0","0"
"Presidential Electors","Iberia","12","03","450","2","1","64","1","1","0","3","1","0","0"
"Presidential Electors","Iberia","12","04","46","0","0","108","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","13","01","50","3","1","315","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","13","02","62","0","3","200","0","0","1","0","0","0","0"
"Presidential Electors","Iberia","13","03","67","2","1","503","1","0","0","0","0","0","0"
"Presidential Electors","Iberia","13","04","6","0","0","76","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","13","05","15","0","1","52","1","0","0","0","0","0","0"
"Presidential Electors","Iberia","14","01","84","2","2","496","0","0","0","0","1","0","0"
"Presidential Electors","Iberia","14","03","127","2","0","489","0","0","0","0","1","0","2"
"Presidential Electors","Iberia","14","04","8","0","0","133","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","14","05","2","0","0","26","0","0","0","0","0","0","0"
"Presidential Electors","Iberia","Early Voting","","4193","20","15","9505","7","6","21","9","3","1","35"
"Presidential Electors","Iberia","Provisional Votes","","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","01","260","3","1","48","1","0","0","0","0","0","1"
"Presidential Electors","Iberville","00","03","364","1","1","40","1","0","1","1","0","0","3"
"Presidential Electors","Iberville","00","04","39","0","1","337","0","1","1","0","0","0","4"
"Presidential Electors","Iberville","00","05","21","2","0","258","1","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","06","4","0","0","8","0","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","07","260","2","0","58","0","0","0","1","4","0","0"
"Presidential Electors","Iberville","00","09","155","1","3","379","4","0","1","0","1","0","1"
"Presidential Electors","Iberville","00","10","318","4","2","310","1","1","0","0","1","0","2"
"Presidential Electors","Iberville","00","10B","179","0","0","61","0","0","0","0","1","0","0"
"Presidential Electors","Iberville","00","11","559","1","1","81","1","0","1","0","0","0","0"
"Presidential Electors","Iberville","00","12","19","1","0","12","0","0","0","0","0","0","1"
"Presidential Electors","Iberville","00","13","41","1","1","104","0","0","1","0","0","0","0"
"Presidential Electors","Iberville","00","14","64","0","1","102","0","1","0","1","0","0","0"
"Presidential Electors","Iberville","00","14A","255","0","2","46","0","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","15","317","1","2","13","0","1","0","1","1","0","1"
"Presidential Electors","Iberville","00","15A","29","1","0","45","0","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","15B","10","0","0","58","0","0","0","0","0","0","1"
"Presidential Electors","Iberville","00","16","377","4","2","37","1","0","1","1","1","1","3"
"Presidential Electors","Iberville","00","17","63","0","5","192","1","0","0","0","0","0","1"
"Presidential Electors","Iberville","00","18","87","0","1","151","0","0","2","1","1","0","1"
"Presidential Electors","Iberville","00","19","255","1","1","53","0","0","0","1","0","0","0"
"Presidential Electors","Iberville","00","20","24","1","0","19","0","0","0","0","1","0","1"
"Presidential Electors","Iberville","00","21","134","0","1","184","1","1","1","0","0","0","4"
"Presidential Electors","Iberville","00","22","348","3","5","393","3","1","4","1","0","0","3"
"Presidential Electors","Iberville","00","22B","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Iberville","00","24","163","0","4","180","0","0","1","0","0","0","1"
"Presidential Electors","Iberville","00","25","18","1","0","358","0","0","1","0","0","0","0"
"Presidential Electors","Iberville","00","26","22","0","1","175","0","1","0","0","0","0","0"
"Presidential Electors","Iberville","00","27","30","0","0","292","0","0","1","0","0","0","1"
"Presidential Electors","Iberville","00","28","166","1","0","265","0","2","0","0","0","0","2"
"Presidential Electors","Iberville","00","29","108","1","1","191","0","0","0","1","1","0","1"
"Presidential Electors","Iberville","00","31","160","1","0","71","0","1","0","1","0","0","1"
"Presidential Electors","Iberville","00","32","410","2","1","63","0","1","0","1","0","1","1"
"Presidential Electors","Iberville","Early Voting","","2244","14","10","3032","6","4","5","5","0","2","18"
"Presidential Electors","Iberville","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","01","0","1","1","57","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","02","16","0","0","255","0","1","0","0","0","0","1"
"Presidential Electors","Jackson","00","03","8","0","1","184","0","0","1","0","0","0","1"
"Presidential Electors","Jackson","00","04","50","0","0","185","0","0","0","0","0","0","1"
"Presidential Electors","Jackson","00","05","99","0","1","78","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","05A","3","0","0","50","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","06","24","0","0","248","0","0","0","1","0","0","0"
"Presidential Electors","Jackson","00","06A","15","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","Jackson","00","07","3","0","0","39","0","0","0","0","0","0","0"
