,,Donald J. Trump and Michael R. Pence,Hillary Rodham Clinton and Timothy Michael Kaine,Gary Johnson and Bill Weld,Evan McMullin and Nathan Johnson,Jill Stein and Ajamu Baraka,Darrell Castle and Scott Bradley,Peter Skewes and Michael Lacy,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Independence,Green,Constitution,American,,,
Precinct,Darlington No. 03,667,420,18,11,10,1,2,1129,3,1132
Precinct,Darlington No. 04,176,364,7,2,1,1,1,552,9,561
Precinct,Darlington No. 05,38,614,6,2,4,1,0,665,6,671
Precinct,Darlington No. 06,373,341,9,2,1,3,1,730,6,736
Precinct,Dovesville,294,492,4,4,6,1,1,802,1,803
Precinct,Emergency,4,8,0,0,0,0,0,12,0,12
Precinct,Failsafe,11,14,0,0,0,0,0,25,1,26
Precinct,Failsafe Provisional,4,9,0,0,0,0,0,13,1,14
Precinct,Hartsville No. 01,447,164,28,14,9,2,1,665,5,670
Precinct,Hartsville No. 04,120,315,6,3,6,2,0,452,1,453
Precinct,Hartsville No. 05,620,423,25,10,11,5,2,1096,9,1105
Precinct,Hartsville No. 06,11,665,1,0,2,0,1,680,4,684
Precinct,Hartsville No. 07,276,239,12,3,4,0,2,536,1,537
Precinct,Hartsville No. 08,1076,301,36,19,10,1,1,1444,14,1458
Precinct,Hartsville No. 09,525,346,16,8,5,1,1,902,4,906
Precinct,High Hill,590,581,14,4,3,1,0,1193,10,1203
Precinct,Indian Branch,228,104,6,1,1,0,1,341,2,343
Precinct,Kelleytown,780,180,23,5,4,6,2,1000,5,1005
Precinct,Lake Swamp,411,308,15,5,5,3,1,748,6,754
Precinct,Lamar No. 01,167,269,2,1,0,1,1,441,1,442
Precinct,Lamar No. 02,555,323,12,3,1,6,1,901,7,908
Precinct,Lydia,129,277,3,1,1,2,1,414,3,417
Precinct,Mechanicsville,356,399,8,4,3,0,0,770,11,781
Precinct,New Market,509,77,9,2,1,3,2,603,3,606
Precinct,Oates,363,204,6,3,1,5,0,582,8,590
Precinct,Palmetto,431,477,16,4,9,3,2,942,9,951
Precinct,Provisional,12,13,0,0,0,0,0,25,0,25
Precinct,Society Hill,156,333,2,1,2,1,0,495,6,501
Precinct,Swift Creek,314,157,7,1,1,0,2,482,2,484
County,Dillon,5637,5834,79,43,54,23,28,11698,99,11797
Precinct,Absentee,934,931,18,4,8,5,4,1904,18,1922
Precinct,Bermuda,103,61,0,1,1,0,1,167,4,171
Precinct,Carolina,50,104,0,0,0,0,0,154,0,154
Precinct,East Dillon,817,190,5,5,4,3,3,1027,2,1029
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,0,2,0,0,0,0,0,2,0,2
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Floydale,289,86,2,1,1,1,1,381,2,383
Precinct,Fork,208,64,3,0,0,0,0,275,2,277
Precinct,Gaddys Mill,93,44,1,0,0,0,0,138,2,140
Precinct,Hamer,263,188,7,2,0,0,1,461,1,462
Precinct,Kemper,122,151,1,2,2,2,0,280,0,280
Precinct,Lake View,409,304,5,1,4,1,1,725,6,731
Precinct,Latta,629,689,8,3,8,1,5,1343,8,1351
Precinct,Little Rock,144,265,2,2,2,0,0,415,3,418
Precinct,Manning,112,69,0,1,1,0,1,184,1,185
Precinct,Minturn,46,67,1,1,2,0,0,117,0,117
Precinct,Mt. Calvary,347,704,9,8,3,0,3,1074,11,1085
Precinct,New Holly,148,74,2,1,0,0,0,225,1,226
Precinct,Oak Grove,335,146,6,0,3,0,3,493,4,497
Precinct,Oakland,204,316,2,3,2,0,2,529,11,540
Precinct,Pleasant Hill,82,38,0,0,1,0,0,121,1,122
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,South Dillon,135,640,3,4,4,5,2,793,4,797
Precinct,West Dillon,167,701,4,4,8,5,1,890,18,908
County,Dorchester,34987,24055,2050,731,447,215,82,62567,571,63138
Precinct,4 Hole,329,244,9,0,1,5,1,589,2,591
Precinct,Absentee,5990,4630,237,99,48,48,11,11063,133,11196
Precinct,Absentee 2,1864,1891,80,25,15,6,5,3886,35,3921
Precinct,Archdale,307,275,19,8,8,3,0,620,4,624
Precinct,Archdale 02,375,295,28,6,5,0,0,709,3,712
Precinct,Ashborough East,243,201,16,3,6,3,1,473,2,475
Precinct,Ashborough East 02,383,87,21,7,3,2,2,505,11,516
Precinct,Ashborough West,167,72,24,1,5,2,0,271,4,275
Precinct,Ashborough West 02,452,143,41,5,5,4,0,650,2,652
Precinct,Ashley River,621,491,44,13,8,2,1,1180,6,1186
Precinct,Bacons Bridge,561,288,41,20,6,2,0,918,8,926
Precinct,Bacons Bridge 02,188,86,12,1,3,0,1,291,3,294
Precinct,Beech Hill,428,145,19,8,5,2,1,608,0,608
Precinct,Beech Hill 02,546,198,33,27,7,2,1,814,5,819
Precinct,Brandymill,224,101,22,4,6,0,5,362,4,366
Precinct,Brandymill 02,400,227,33,7,3,2,3,675,6,681
Precinct,Briarwood,329,202,19,6,4,0,3,563,4,567
Precinct,Briarwood 02,299,161,16,5,2,2,1,486,4,490
Precinct,Briarwood 03,290,105,24,6,4,1,0,430,5,435
Precinct,Butternut,518,284,35,16,9,7,0,869,7,876
Precinct,Carolina,406,388,33,9,13,5,2,856,5,861
Precinct,Central,428,185,39,16,4,0,1,673,8,681
Precinct,Central 02,423,228,25,6,3,1,0,686,2,688
Precinct,Clemson,446,127,20,11,5,0,1,610,5,615
Precinct,Clemson 02,614,248,36,6,11,0,0,915,7,922
Precinct,Clemson 03,416,207,12,6,3,1,1,646,3,649
Precinct,Coastal,225,261,27,9,8,3,2,535,2,537
Precinct,Coastal 02,475,289,23,16,9,2,2,816,6,822
Precinct,Coastal 03,186,131,19,7,6,1,1,351,2,353
Precinct,Coosaw,520,369,54,13,8,1,0,965,8,973
Precinct,Coosaw 02,495,457,36,11,16,3,1,1019,12,1031
Precinct,Coosaw 03,428,252,28,7,3,1,0,719,5,724
Precinct,Cypress,688,376,35,20,7,2,1,1129,9,1138
Precinct,Cypress 02,271,88,15,6,2,1,0,383,1,384
Precinct,Delemars,66,275,3,0,2,1,0,347,3,350
Precinct,Dorchester,271,148,20,12,6,2,0,459,8,467
Precinct,Dorchester 02,314,116,36,6,5,1,1,479,8,487
Precinct,Emergency,21,8,0,2,1,0,0,32,0,32
Precinct,Emergency 2,8,4,0,0,0,0,0,12,0,12
Precinct,Failsafe,4,7,1,0,0,0,0,12,0,12
Precinct,Failsafe 2,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,20,17,1,0,0,0,0,38,0,38
Precinct,Flowertown,453,183,29,9,3,1,1,679,9,688
Precinct,Flowertown 02,385,265,27,9,6,2,1,695,8,703
Precinct,Flowertown 03,355,190,28,9,3,6,1,592,7,599
Precinct,Germantown,411,199,17,7,6,1,0,641,4,645
Precinct,Givhans,321,165,6,4,0,2,1,499,2,501
Precinct,Givhans 02,299,180,9,3,2,1,2,496,6,502
Precinct,Greenhurst,301,174,31,8,3,2,2,521,2,523
Precinct,Greenwave,272,197,11,4,5,2,0,491,5,496
Precinct,Grover,250,198,9,1,2,0,0,460,5,465
Precinct,Harleyville,231,152,4,2,1,4,0,394,7,401
Precinct,Indian Field,94,172,2,4,1,1,0,274,2,276
Precinct,Indian Field 02,205,216,6,1,3,1,0,432,5,437
Precinct,Irongate,288,68,13,12,4,0,4,389,2,391
Precinct,Irongate 02,116,85,12,3,2,4,0,222,0,222
Precinct,Irongate 03,217,81,18,12,3,3,0,334,0,334
Precinct,Kings Grant,521,336,35,9,5,4,1,911,5,916
Precinct,Kings Grant 02,494,325,26,10,0,2,1,858,6,864
Precinct,Knightsville,398,176,10,7,3,6,1,601,4,605
Precinct,Lincoln,205,454,14,4,6,3,0,686,9,695
Precinct,Miles-Jamison,561,317,37,17,11,3,2,948,6,954
Precinct,Newington,440,172,33,8,5,3,0,661,5,666
Precinct,Newington 02,265,78,20,4,3,0,1,371,6,377
Precinct,North Summerville,126,70,9,0,3,0,0,208,1,209
Precinct,North Summerville 02,132,373,13,5,4,1,2,530,3,533
Precinct,Oakbrook,587,487,64,19,13,4,1,1175,8,1183
Precinct,Oakbrook 02,363,254,25,16,8,3,0,669,2,671
Precinct,Patriot,169,462,12,10,8,1,0,662,4,666
Precinct,Provisional,24,17,1,1,1,0,0,44,0,44
Precinct,Provisional 2,10,11,0,0,0,0,0,21,0,21
Precinct,Reevesville,278,257,6,0,2,2,2,547,8,555
Precinct,Ridgeville,234,197,4,3,2,2,1,443,7,450
Precinct,Ridgeville 02,168,186,5,3,1,3,0,366,6,372
Precinct,Rosinville,394,322,7,3,0,2,0,728,3,731
Precinct,Rosses,348,213,9,2,1,1,0,574,8,582
Precinct,Saul Dam,146,50,11,3,2,1,1,214,1,215
Precinct,Sawmill Branch,459,192,38,11,8,3,3,714,9,723
Precinct,Spann,452,164,32,15,7,4,1,675,7,682
Precinct,St. George No. 01,281,217,7,6,3,0,0,514,12,526
Precinct,St. George No. 02,207,137,7,2,2,1,0,356,0,356
Precinct,Stallsville,365,139,14,6,4,2,1,531,11,542
Precinct,Tranquil,199,75,7,2,2,1,0,286,4,290
Precinct,Tranquil 2,324,276,30,12,5,0,0,647,3,650
Precinct,Tranquil 3,274,270,27,7,11,4,2,595,4,599
Precinct,Trolley,260,262,27,7,8,1,0,565,7,572
Precinct,Tupperway,256,121,14,7,3,1,0,402,6,408
Precinct,Tupperway 02,228,163,15,4,2,2,0,414,4,418
Precinct,Windsor,244,217,18,7,3,4,0,493,3,496
Precinct,Windsor 02,138,233,15,3,2,3,1,395,3,398
County,Edgefield,6842,4491,152,68,35,42,14,11644,110,11754
Precinct,Absentee,1496,1435,22,12,10,5,3,2983,25,3008
Precinct,Brunson,112,178,4,3,2,1,0,300,6,306
Precinct,Edgefield No. 01,298,162,5,6,4,0,1,476,5,481
Precinct,Edgefield No. 02,386,372,13,1,0,4,2,778,5,783
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,1,0,0,0,0,0,0,1,0,1
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Harmony,363,109,9,3,1,0,0,485,2,487
Precinct,Johnston No. 01,251,438,7,4,3,2,2,707,19,726
Precinct,Johnston No. 02,307,359,10,1,1,1,1,680,3,683
Precinct,Merriweather No. 01,1104,233,21,15,5,12,1,1391,11,1402
Precinct,Merriweather No. 02,1256,278,32,13,4,13,1,1597,12,1609
Precinct,North Side,117,140,5,0,1,0,0,263,1,264
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Trenton No. 01,311,256,5,3,2,1,3,581,3,584
Precinct,Trenton No. 02,353,490,16,4,1,2,0,866,9,875
Precinct,Westside,487,41,3,3,1,1,0,536,9,545
County,Fairfield,4027,6945,120,73,49,32,21,11267,134,11401
Precinct,Absentee,1013,1923,24,12,9,6,4,2991,36,3027
Precinct,Blackstock,8,31,0,0,0,0,0,39,0,39
Precinct,Blairs,37,250,2,1,1,1,0,292,1,293
Precinct,Centerville,137,56,2,2,1,0,0,198,2,200
Precinct,Dutchmans Creek,543,179,18,3,4,2,3,752,8,760
Precinct,Emergency,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe,7,48,1,1,1,0,0,58,1,59
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Feasterville,60,126,1,0,0,0,1,188,0,188
Precinct,Gladde3n Grove,29,12,0,0,1,1,2,45,1,46
Precinct,Greenbrier,258,608,12,9,5,1,1,894,13,907
Precinct,Hickory Ridge,157,311,5,7,3,0,0,483,3,486
Precinct,Horeb-glenn,32,157,1,1,0,0,0,191,2,193
Precinct,Jenkinsville,54,294,2,3,0,2,0,355,6,361
Precinct,Lebanon,186,187,0,0,1,3,0,377,5,382
Precinct,Mitford,219,229,2,2,0,0,0,452,6,458
Precinct,Monticello,74,244,6,4,0,0,1,329,4,333
Precinct,New Hope,27,12,0,1,0,0,0,40,0,40
Precinct,Provisional,0,1,0,0,1,0,0,2,0,2
Precinct,Ridgeway,328,649,10,7,2,3,2,1001,12,1013
Precinct,Simpson,215,268,9,5,5,0,0,502,8,510
Precinct,South Winnsboro,61,272,1,2,2,0,1,339,6,345
Precinct,White Oak,44,105,1,3,0,3,0,156,3,159
Precinct,Winnsboro Mills,149,191,7,3,6,5,2,363,7,370
Precinct,Winnsboro No. 01,140,446,11,3,4,4,2,610,5,615
Precinct,Winnsboro No. 02,233,279,5,4,3,1,2,527,3,530
Precinct,Woodard,16,67,0,0,0,0,0,83,2,85
County,Florence,29573,26710,853,350,255,116,74,57931,502,58433
Precinct,Absentee 1,2230,1791,36,13,10,5,4,4089,33,4122
Precinct,Absentee 2,4251,4713,98,42,29,15,9,9157,79,9236
Precinct,Absentee 3,1280,1450,32,9,8,2,1,2782,21,2803
Precinct,Absentee 4,625,1007,20,12,9,6,7,1686,12,1698
Precinct,Back Swamp,187,70,0,0,2,0,0,259,1,260
Precinct,Brookgreen,75,258,2,1,0,0,1,337,0,337
Precinct,Cartersville,261,178,2,2,2,1,1,447,8,455
Precinct,Claussen,606,241,9,1,5,2,1,865,6,871
Precinct,Coles Crossroads,633,395,28,13,10,3,2,1084,5,1089
Precinct,Coward No. 01,315,120,6,0,1,0,3,445,5,450
Precinct,Coward No. 02,365,104,3,3,0,1,0,476,4,480
Precinct,Delmae No. 01,439,461,29,11,8,4,2,954,11,965
Precinct,Delmae No. 02,652,197,19,9,4,3,1,885,5,890
Precinct,Ebenezer No. 01,1238,463,56,17,10,0,0,1784,20,1804
Precinct,Ebenezer No. 02,678,390,31,14,6,1,2,1122,6,1128
Precinct,Ebenezer No. 03,422,164,14,6,2,1,0,609,3,612
Precinct,Effingham,290,68,3,1,0,2,0,364,0,364
Precinct,Elim-glenwood,571,177,6,4,1,1,0,760,5,765
Precinct,Emergency 1,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 3,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 4,0,0,0,0,0,0,0,0,0,0
Precinct,Evergreen,388,135,4,4,4,1,1,537,3,540
Precinct,Failsafe 1,9,14,1,0,0,0,0,24,0,24
Precinct,Failsafe 2,11,26,1,0,0,1,0,39,0,39
Precinct,Failsafe 3,5,12,0,0,0,0,0,17,0,17
Precinct,Failsafe 4,3,22,0,0,0,0,0,25,0,25
Precinct,Failsafe Provisional 1,50,51,1,3,0,0,0,105,2,107
Precinct,Florence No. 01,10,478,2,1,1,1,0,493,4,497
Precinct,Florence No. 02,14,410,2,1,1,0,2,430,6,436
Precinct,Florence No. 03,4,519,6,1,2,3,1,536,4,540
Precinct,Florence No. 04,141,142,11,4,5,0,1,304,2,306
Precinct,Florence No. 05,135,288,10,4,3,2,1,443,6,449
Precinct,Florence No. 06,258,121,9,4,2,0,0,394,6,400
Precinct,Florence No. 07,523,264,29,12,5,1,0,834,6,840
Precinct,Florence No. 08,589,174,25,16,3,0,1,808,11,819
Precinct,Florence No. 09,6,596,3,1,3,1,0,610,9,619
Precinct,Florence No. 10,8,235,1,1,3,0,1,249,1,250
Precinct,Florence No. 11,225,163,11,4,3,0,1,407,6,413
Precinct,Florence No. 12,638,227,27,8,5,3,4,912,6,918
Precinct,Florence No. 14,515,252,20,5,11,2,3,808,7,815
Precinct,Florence No. 15,36,141,0,2,1,0,0,180,3,183
Precinct,Friendfield,241,41,3,1,1,0,0,287,1,288
Precinct,Gilbert,108,669,4,2,5,2,1,791,9,800
Precinct,Greenwood,429,348,23,5,3,1,0,809,4,813
Precinct,Hannah,358,47,8,0,1,0,0,414,2,416
Precinct,High Hill,222,59,3,5,3,0,0,292,0,292
Precinct,Johnsonville,803,332,9,7,4,4,1,1160,12,1172
Precinct,Kingsburg-stone,263,302,6,1,2,1,0,575,11,586
Precinct,Lake City No. 01,165,504,9,5,3,2,1,689,2,691
Precinct,Lake City No. 02,409,220,13,4,6,0,1,653,4,657
Precinct,Lake City No. 03,295,450,5,3,5,2,3,763,10,773
Precinct,Lake City No. 04,22,802,2,3,2,1,1,833,7,840
Precinct,Leo,118,69,2,1,0,0,0,190,1,191
Precinct,Mars Bluff No. 01,526,433,17,5,2,3,0,986,7,993
Precinct,Mars Bluff No. 02,460,227,13,3,3,4,1,711,10,721
Precinct,Mcallister Mill,274,121,2,1,1,0,0,399,6,405
Precinct,Mill Branch,117,234,3,1,3,2,0,360,5,365
Precinct,Oak Grove-sardis,480,97,6,2,0,1,0,586,6,592
Precinct,Olanta,416,323,11,2,2,5,2,761,7,768
Precinct,Pamplico No. 01,432,165,5,1,1,1,2,607,6,613
Precinct,Pamplico No. 02,99,268,5,3,1,1,0,377,1,378
Precinct,Prospect,205,12,3,0,0,0,1,221,0,221
Precinct,Provisional 1,7,2,0,0,0,0,0,9,0,9
Precinct,Provisional 2,5,12,1,0,0,0,0,18,1,19
Precinct,Provisional 3,8,7,0,0,0,0,0,15,0,15
Precinct,Provisional 4,1,2,0,0,0,0,0,3,0,3
Precinct,Quinby,119,306,8,2,2,1,1,439,4,443
Precinct,Salem,254,25,5,3,1,0,0,288,6,294
Precinct,Savannah Grove,757,712,19,9,9,1,1,1508,13,1521
Precinct,Scranton,281,192,3,0,0,0,0,476,7,483
Precinct,South Florence 01,461,368,28,12,2,7,0,878,3,881
Precinct,South Florence 02,146,575,12,4,4,3,3,747,3,750
Precinct,Spaulding,25,456,1,3,1,3,0,489,5,494
Precinct,Tans Bay,435,266,11,5,0,0,1,718,8,726
Precinct,Timmonsville 01,140,568,4,3,4,1,2,722,12,734
Precinct,Timmonsville 02,303,249,3,3,3,1,1,563,4,567
Precinct,Vox,285,68,12,4,0,1,1,371,2,373
Precinct,West Florence 01,820,446,27,11,13,6,0,1323,9,1332
Precinct,West Florence 02,398,216,10,7,9,0,0,640,8,648
County,Georgetown,17389,13310,498,202,165,57,36,31657,394,32051
Precinct,Absentee,4813,4159,118,49,42,18,6,9205,121,9326
Precinct,Andrews,193,538,6,4,3,2,0,746,6,752
Precinct,Andrews Outside,296,335,11,2,1,0,0,645,11,656
Precinct,Bethel,465,56,5,0,3,0,0,529,7,536
Precinct,Black River,576,137,6,7,5,1,2,734,11,745
Precinct,Browns Ferry,163,711,2,5,6,3,1,891,10,901
Precinct,Carvers Bay,91,23,1,1,1,1,1,119,1,120
Precinct,Cedar Creek,269,55,2,1,1,0,1,329,3,332
Precinct,Choppee,123,347,2,3,2,1,0,478,9,487
Precinct,Emergency,0,1,0,0,0,0,0,1,0,1
Precinct,Failsafe,45,56,1,0,0,0,0,102,0,102
Precinct,Failsafe Provisional,28,12,0,1,0,0,0,41,0,41
Precinct,Folly Grove,394,133,3,2,1,1,1,535,4,539
Precinct,Georgetown No. 01,213,143,9,2,2,0,1,370,6,376
Precinct,Georgetown No. 03,57,436,5,1,3,2,2,506,9,515
Precinct,Georgetown No. 04,140,83,5,5,4,0,0,237,5,242
Precinct,Georgetown No. 05,444,257,13,7,3,4,1,729,6,735
Precinct,Georgetown No. 2-Dreamkeepers,7,425,4,1,3,0,0,440,2,442
Precinct,Griers,52,253,0,0,0,1,0,306,2,308
Precinct,Kensington,379,102,12,6,1,0,1,501,7,508
Precinct,Murrells Inlet No. 01,1238,446,24,18,15,4,3,1748,26,1774
Precinct,Murrells Inlet No. 02,722,288,24,3,9,1,1,1048,15,1063
Precinct,Murrells Inlet No. 03,302,114,10,2,1,0,0,429,6,435
Precinct,Murrells Inlet No. 04,680,138,18,5,4,0,0,845,6,851
Precinct,Myersville,25,250,2,1,1,0,0,279,1,280
Precinct,Pawleys Island No. 01,909,371,39,11,9,0,2,1341,19,1360
Precinct,Pawleys Island No. 02,743,556,37,13,10,2,3,1364,14,1378
Precinct,Pawleys Island No. 03,758,292,28,8,9,3,0,1098,13,1111
Precinct,Pawleys Island No. 04,755,242,41,14,8,1,5,1066,10,1076
Precinct,Pawleys Island No. 05,845,302,38,10,7,2,0,1204,18,1222
Precinct,Penny Royal,162,76,1,0,1,0,0,240,2,242
Precinct,Plantersville,88,296,3,2,1,0,0,390,5,395
Precinct,Pleasant Hill,322,172,11,6,2,4,2,519,9,528
Precinct,Potato Bed Ferry,234,156,6,2,1,0,1,400,2,402
Precinct,Provisional,11,5,1,0,0,0,0,17,0,17
Precinct,Sampit,91,411,4,2,1,0,1,510,4,514
Precinct,Santee,98,451,0,3,2,1,0,555,6,561
Precinct,Spring Gully,367,383,2,3,3,4,1,763,15,778
Precinct,Winyah Bay,291,99,4,2,0,1,0,397,3,400
County,Greenville,127832,74483,6511,3645,1495,884,315,215165,2213,217378
Precinct,Absentee 1,9725,8828,421,221,78,55,35,19363,206,19569
Precinct,Absentee 2,6117,4310,203,130,56,30,15,10861,96,10957
Precinct,Aiken,183,242,10,2,3,3,1,444,4,448
Precinct,Altamont Forest,581,183,21,25,6,2,3,821,9,830
Precinct,Asheton Lakes,1328,450,78,25,10,5,3,1899,13,1912
Precinct,Avon,646,265,19,18,13,7,2,970,10,980
Precinct,Baker Creek,595,177,17,5,5,2,0,801,4,805
Precinct,Belle Meade,45,832,5,3,6,1,0,892,6,898
Precinct,Bells Crossing,1183,460,77,34,15,12,3,1784,22,1806
Precinct,Belmont,160,316,8,2,1,1,0,488,6,494
Precinct,Berea,404,364,15,13,5,4,2,807,6,813
Precinct,Boiling Springs,848,372,41,42,10,3,4,1320,14,1334
Precinct,Botany Woods,622,319,35,30,11,2,1,1020,14,1034
Precinct,Bridge Fork,734,283,27,8,3,5,1,1061,8,1069
Precinct,Brookglenn,452,237,21,22,8,6,0,746,7,753
Precinct,Canebrake,1132,506,58,22,11,7,4,1740,22,1762
Precinct,Carolina,165,495,5,4,5,0,1,675,16,691
Precinct,Castle Rock,1213,258,38,23,6,7,1,1546,16,1562
Precinct,Chestnut Hills,422,419,27,8,10,8,0,894,8,902
Precinct,Circle Creek,1078,440,54,31,7,3,1,1614,11,1625
Precinct,Clear Creek,828,161,29,25,9,9,1,1062,7,1069
Precinct,Conestee,651,562,35,11,11,3,1,1274,12,1286
Precinct,Darby Ridge,1115,233,39,33,9,11,2,1442,18,1460
Precinct,Del Norte,754,531,43,26,17,6,1,1378,12,1390
Precinct,Devenger,796,279,44,54,6,6,1,1186,12,1198
Precinct,Donaldson,126,350,7,3,3,2,0,491,3,494
Precinct,Dove Tree,693,330,60,21,12,7,2,1125,11,1136
Precinct,Dunklin,1111,173,27,13,2,7,1,1334,9,1343
Precinct,Eastside,900,374,42,21,10,5,0,1352,11,1363
Precinct,Ebenezer,1080,210,29,11,8,5,4,1347,13,1360
Precinct,Edwards Forest,888,343,37,40,6,11,2,1327,14,1341
Precinct,Emergency 1,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Enoree,966,481,41,33,10,2,2,1535,16,1551
Precinct,Failsafe 1,79,162,16,4,2,0,0,263,0,263
Precinct,Failsafe 2,41,66,5,5,0,0,0,117,1,118
Precinct,Failsafe Provisional,542,386,41,13,9,3,1,995,7,1002
Precinct,Feaster,365,253,21,12,3,6,0,660,6,666
Precinct,Fork Shoals,966,174,21,12,7,3,2,1185,4,1189
Precinct,Fountain Inn 01,988,771,54,26,8,5,2,1854,15,1869
Precinct,Fountain Inn 02,544,216,23,9,7,2,2,803,15,818
Precinct,Fox Chase,934,202,42,18,4,3,4,1207,8,1215
Precinct,Frohawk,760,185,35,13,10,1,2,1006,14,1020
Precinct,Furman,1001,473,38,18,16,6,4,1556,23,1579
Precinct,Gowensville,961,181,22,5,9,5,2,1185,10,1195
Precinct,Granite Creek,981,507,46,23,7,3,1,1568,17,1585
Precinct,Graze Branch,683,256,28,10,2,2,0,981,5,986
Precinct,Greenbriar,645,373,37,10,6,5,2,1078,10,1088
Precinct,Greenville 01,599,337,56,46,9,5,1,1053,14,1067
Precinct,Greenville 03,670,677,78,47,17,3,1,1493,18,1511
Precinct,Greenville 04,356,798,56,30,14,2,4,1260,7,1267
Precinct,Greenville 05,486,777,81,22,21,2,3,1392,10,1402
Precinct,Greenville 06,50,176,3,4,1,2,0,236,5,241
Precinct,Greenville 07,95,633,15,15,5,2,0,765,7,772
Precinct,Greenville 08,262,803,55,20,12,4,2,1158,14,1172
Precinct,Greenville 10,460,643,71,32,10,1,2,1219,16,1235
Precinct,Greenville 14,45,702,9,6,3,0,2,767,7,774
Precinct,Greenville 16,607,413,48,22,12,2,4,1108,19,1127
Precinct,Greenville 17,553,338,37,29,3,1,1,962,21,983
Precinct,Greenville 18,578,314,45,22,2,1,0,962,16,978
Precinct,Greenville 19,156,783,16,16,15,3,1,990,19,1009
Precinct,Greenville 20,448,274,38,10,4,0,0,774,11,785
Precinct,Greenville 21,404,333,70,30,11,2,2,852,10,862
Precinct,Greenville 22,841,462,63,26,9,5,2,1408,14,1422
Precinct,Greenville 23,833,304,37,23,2,2,2,1203,19,1222
Precinct,Greenville 24,821,740,87,39,17,7,0,1711,24,1735
Precinct,Greenville 25,463,426,40,21,12,6,2,970,5,975
Precinct,Greenville 26,313,555,47,20,8,3,1,947,14,961
Precinct,Greenville 27,527,97,25,58,4,15,2,728,17,745
Precinct,Greenville 28,242,253,27,9,17,6,0,554,3,557
Precinct,Greenville 29,182,651,23,19,7,3,1,886,10,896
Precinct,Grove,309,466,7,8,10,2,3,805,14,819
Precinct,Hillcrest,990,473,47,36,5,3,6,1560,13,1573
Precinct,Holly Tree,558,225,25,15,6,2,2,833,10,843
Precinct,Jennings Mill,738,193,29,16,5,7,5,993,17,1010
Precinct,Kilgore Farms,887,460,48,22,11,3,6,1437,11,1448
Precinct,Lakeview,660,524,37,29,15,10,3,1278,9,1287
Precinct,Laurel Ridge,940,354,38,23,7,4,4,1370,14,1384
Precinct,Leawood,681,453,50,16,5,6,2,1213,10,1223
Precinct,Locust Hill,798,144,15,18,4,3,1,983,7,990
Precinct,Long Creek,593,233,27,17,9,4,0,883,5,888
Precinct,Maple Creek,733,307,20,17,9,6,0,1092,8,1100
Precinct,Maridell,859,216,20,19,11,7,2,1134,19,1153
Precinct,Mauldin 01,621,456,40,18,12,9,2,1158,4,1162
Precinct,Mauldin 02,1166,700,73,41,24,6,2,2012,21,2033
Precinct,Mauldin 03,598,735,39,24,13,3,1,1413,20,1433
Precinct,Mauldin 04,955,603,43,31,16,9,2,1659,24,1683
Precinct,Mauldin 05,800,592,78,20,11,3,2,1506,14,1520
Precinct,Mauldin 06,738,512,33,7,7,6,2,1305,12,1317
Precinct,Mauldin 07,667,380,53,39,8,4,4,1155,7,1162
Precinct,Mission,946,395,43,44,4,5,0,1437,25,1462
Precinct,Monaview,447,403,22,12,15,5,4,908,11,919
Precinct,Moore Creek,961,713,65,13,10,10,1,1773,9,1782
Precinct,Mountain Creek,1069,241,42,35,6,10,2,1405,10,1415
Precinct,Mountain View,1179,164,26,11,6,12,1,1399,8,1407
Precinct,Mt. Pleasant,149,606,7,3,7,3,2,777,12,789
Precinct,Neely Farms,1338,656,74,38,12,9,2,2129,25,2154
Precinct,Northwood,776,307,52,45,5,6,1,1192,10,1202
Precinct,Oakview,1172,454,68,31,11,4,3,1743,26,1769
Precinct,Oneal,1351,256,35,20,4,7,5,1678,8,1686
Precinct,Palmetto,658,348,39,35,10,4,2,1096,12,1108
Precinct,Paris Mountain,572,218,35,22,4,8,2,861,16,877
Precinct,Pebble Creek,917,313,27,32,4,12,2,1307,17,1324
Precinct,Pelham Falls,484,203,34,13,5,6,0,745,5,750
Precinct,Piedmont,930,424,42,11,5,7,5,1424,19,1443
Precinct,Pineview,558,104,18,4,3,5,0,692,2,694
Precinct,Poinsett,880,411,48,32,14,7,0,1392,21,1413
